Employability ratio,List of local jobs,Number of local jobs with a strong matching,Number of local jobs that need training,List of companies,Number of relevent companies (if they posted a job + high recruitment potential),Number of companies in relevent industries,Suggested training (best opportunity),Code de la ressource,Nom,Prénom,Date de naissance,Age nombre,Ancienneté,Ancienneté nombre,Code type de contrat,Catégorie socioprofessionnelle,Date de paiement,Indicateur ETP mois,Motif de suspension absence,Suspension =1,Suspension H20,Catégorie conventionnelle,Nom catégorie conventionnelle,Nom niveau echelon,Niveau - Echelon individuel,Bac,Nom du rôle,ROME CODE,emploi sensible GEPP,emploi en dev GEPP,Nom niveau Danone,Pourcentage d'activité,ETP ,Date de début,Date de fin,Nom de l'unité de travail,Nom sous direction,Nom direction,Libellé du lieu de travail,sexe,forfait
,,,,,,,,50688,,,25056,51,34858,25,CDI,O,43976,1,,,#N/A,30,Ouvrier,2.1,,Bac,Operateur de Tri Selectif,,O,,Non Manager 100,100,1,36617,,SERVICE GESTION VILLECOMTAL,SERVICE GESTION VILLECOMTAL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,42024,,,26987,46,37226,18,CDI,O,43976,1,,,#N/A,30,Ouvrier,3.2,42,Bac,Operateur process poudrage,,,,Non Manager 100,100,1,37803,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,42035,,,25101,51,34902,24,CDI,O,43976,1,,,#N/A,30,Ouvrier,3.2,52,Bac,Operateur process poudrage,,,,Non Manager 100,100,1,36617,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,42038,,,24761,52,35268,23,CDI,O,43976,1,,,#N/A,30,Ouvrier,3.2,42,Bac,Operateur process poudrage,,,,Non Manager 100,100,1,36617,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,30384,,,22469,58,30158,37,CDI,O,43976,1,,,#N/A,30,Ouvrier,2.2,42,Bac,Opérateur Tri sélectif,,O,,Non Manager 100,100,1,36617,,SERVICE FRUITS,SCE FRUITS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,39996,,,27008,46,39173,13,CDI,O,43976,1,,,1,30,Ouvrier,3.2,,Bac,Operatrice cariste magasiniere,,O,,Non Manager 100,100,1,40664,,SERVICE GESTION VILLECOMTAL,SERVICE GESTION VILLECOMTAL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Féminin,0
,,,,,,,,10118,,,30375,37,39400,12,CDI,C,43976,1,,,#N/A,12,Directeur,12,,Bac + 5,Plant Director Villecomtal,,,,6b Directeur,100,1,43252,,USINE DE VILLECOMTAL,USINE DE VILLECOMTAL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Féminin,1
,,,,,,,,177829,,,33919,27,42337,4,CDI,C,43976,1,,,#N/A,14,Cadre,9.2,,Bac + 5,Process Engineer,,,,9 Manager,100,1,42520,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Féminin,1
,,,,,,,,335736,,,34597,25,43410,1,CDI,C,43976,1,,,#N/A,14,Cadre,9.1,,Bac + 5,PROCESS ENGINEER,,,,9.9 Manager Junior,100,1,43556,,USINE DE VILLECOMTAL,USINE DE VILLECOMTAL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,113184,,,31690,33,41641,6,CDI,O,43976,1,,,#N/A,30,Ouvrier,3.2,,Bac,Professionnel de restauration,,,,Non Manager 100,100,1,41641,,SERVICE RELATIONS HUMAINES VILLE,SERVICE RELATIONS HUMAINES VILLE,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,44680,,,27432,45,36861,19,CDI,O,43976,1,,,#N/A,30,Ouvrier,3.2,,Bac,Professionnel de restauration,,,,Non Manager 100,100,1,37438,,SERVICE RELATIONS HUMAINES VILLE,SERVICE RELATIONS HUMAINES VILLE,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,33373,,,23444,56,30350,37,CDI,C,43976,1,,,#N/A,14,Cadre,10,,Bac + 5,Resp Maintenance Operationnell,,,,8 Manager,100,1,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,30338,,,25939,49,36800,19,CDI,C,43976,1,,,#N/A,14,Cadre,9.2,,Bac + 5,Responsable Cellule Flux,,,,9 Manager,100,1,36800,,SERVICE GESTION VILLECOMTAL,SERVICE GESTION VILLECOMTAL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,46570,,,27947,43,39006,13,CDI,C,43976,1,,,#N/A,14,Cadre,10,,Bac + 5,Responsable Cellule process,,,,8 Manager,100,1,42675,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,266959,,,27972,43,42357,4,CDI,C,43976,1,,,#N/A,14,Cadre,10,,Bac + 5,Responsable Conditionnement,,,,8 Manager,100,1,42271,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,28253,,,26886,46,40742,8,CDI,C,43976,1,,,#N/A,14,Cadre,10,,Bac + 5,Responsable Controle de Gestion et flux,,,,8 Manager,100,1,42370,,SERVICE GESTION VILLECOMTAL,SERVICE GESTION VILLECOMTAL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Féminin,1
,,,,,,,,364640,,,35196,24,43536,1,CDD,C,43976,1,,,#N/A,14,Cadre,9.1,,Bac + 5,Responsable De Quart,,,,9.9 Manager Junior,100,1,43717,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,39171,,,26514,47,35431,23,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,7.2,,Bac + 3,Responsable de quart,,,,Non Manager 100,100,1,36617,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,50684,,,22590,58,30411,37,CDI,TAM,43976,1,,,#N/A,16,Article 4 bis,8.2,,Bac + 3,Responsable laboratoire,,,,Non Manager 100,100,1,36617,43982,SERVICE GESTION QUALITÉ VILLECOM,SERVICE GESTION QUALITÉ VILLECOM,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,53285,,,26189,48,35136,24,CDI,TAM,43976,1,,,#N/A,16,Article 4 bis,8.2,,Bac + 3,Responsable Laboratoire,,,,Non Manager 100,100,1,36617,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,33364,,,25472,50,35855,22,CDI,TAM,43976,0.67,,,#N/A,16,Article 4 bis,8.2,,Bac + 3,Responsable operationnel,,,,Non Manager 100,67.06,0.6706,36617,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,36594,,,26100,49,40757,8,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,8.1,,Bac + 3,Responsable operationnel,,,,Non Manager 100,100,1,41061,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Féminin,1
,,,,,,,,45530,,,29661,39,38991,13,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,8.1,,Bac + 3,Responsable operationnel,,,,Non Manager 100,100,1,40422,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,51634,,,28387,42,38991,13,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,8.1,,Bac + 3,Responsable operationnel,,,,Non Manager 100,100,1,40299,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,50624,,,24468,53,33077,29,CDI,C,43976,1,,,#N/A,14,Cadre,11,,Bac + 5,Responsable Qualite Securite Perf & Projets,,,,7 Manager Directeur,100,1,41944,,SERVICE GESTION QUALITÉ VILLECOM,SERVICE GESTION QUALITÉ VILLECOM,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,55472,,,30261,37,38384,15,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,7.2,,Bac + 3,Responsable restaurant,,,,Non Manager 100,100,1,38384,,SERVICE RELATIONS HUMAINES VILLE,SERVICE RELATIONS HUMAINES VILLE,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,385342,,,30214,37,43647,0,CDI,C,43976,1,,,#N/A,14,Cadre,10,,Bac + 5,RESPONSABLE RH,,,,8 Manager,100,1,43647,,USINE DE VILLECOMTAL,USINE DE VILLECOMTAL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Féminin,1
,,,,,,,,33378,,,25527,50,32780,30,CDI,TAM,43976,0.7,,,#N/A,16,Article 4 bis,8.2,,Bac + 3,Responsable Technique Cellule,,,,Non Manager 100,69.89,0.6989,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,39170,,,24341,53,32608,31,CDI,TAM,43976,1,,,#N/A,16,Article 4 bis,8.3,,Bac + 3,Responsable Technique cellule,,,,Non Manager 100,100,1,36617,,SERVICE TRAVAUX NEUFS VILLECOMTA,SERVICE TRAVAUX NEUFS VILLECOMTA,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,50679,,,26977,46,35926,22,CDI,C,43976,1,,,#N/A,14,Cadre,9.2,,Bac + 5,Responsable Technique Cellule,,,,9 Manager,100,1,35431,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,50689,,,27153,46,35073,24,CDI,TAM,43976,1,,,#N/A,16,Article 4 bis,8.2,,Bac + 3,Responsable technique Cellule,,,,Non Manager 100,100,1,36617,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,10402767,,,35895,22,43836,0,STA,O,43976,1,,,#N/A,30,Ouvrier,,,,Stagiaire,,,,Non Manager 100,100,1,43836,,SERVICE GESTION QUALITÉ VILLECOM,SERVICE GESTION QUALITÉ VILLECOM,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Féminin,0
,,,,,,,,10405894,,,35548,23,43892,0,STA,O,43976,1,,,#N/A,30,Ouvrier,,,,Stagiaire Maintenance,,,,Non Manager 100,100,1,43892,,SERVICE ENTRETIEN TNEUFS BAILLEU,SERVICE ENTRETIEN TNEUFS BAILLEU,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,33366,,,27866,44,36052,21,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,7.3,,Bac + 3,Technicien automatisme,,,O,Non Manager 100,100,1,36617,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,39161,,,22015,60,30519,36,CDI,TAM,43976,1,,,#N/A,16,Article 4 bis,8.3,,Bac + 3,Technicien automatisme,,,O,Non Manager 100,100,1,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,46465,,,25513,50,38404,15,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,7.3,,Bac + 3,Technicien Automatisme et Outil Performance,,,O,Non Manager 100,100,1,38456,,SERVICE GESTION VILLECOMTAL,SERVICE GESTION VILLECOMTAL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,264901,,,35440,23,43101,2,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.1,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,43101,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,289538,,,31739,33,42534,4,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,42534,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,30376,,,26644,47,35765,22,CDI,TAM,43976,0.67,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,66.85,0.6685,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,31988,,,29261,40,38733,14,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,38733,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,33367,,,28711,41,36130,21,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,MAINTENANCE ENERGIES,MAINTENANCE ENERGIE,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,39158,,,26132,48,36164,21,CDI,TAM,43976,0.67,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,66.85,0.6685,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,39159,,,22854,57,36342,20,CDI,TAM,43976,0.5,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,50,0.5,36770,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,41237,,,29290,40,37349,18,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.3,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,37349,,MAINTENANCE ENERGIES,MAINTENANCE ENERGIE,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,42025,,,28629,42,36008,21,CDI,TAM,43976,0.67,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,66.86,0.6686,36739,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,42034,,,25715,50,33362,29,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,44669,,,28015,43,36678,20,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36678,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,44715,,,27165,46,35926,22,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,44716,,,26362,48,35926,22,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,44729,,,26665,47,35614,22,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,44730,,,25958,49,34957,24,CDI,TAM,43976,0.67,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,66.85,0.6685,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,47766,,,27163,46,36052,21,CDI,TAM,43976,0.7,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,70.28,0.7028,36617,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,47767,,,27180,46,36137,21,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,47775,,,26537,47,35083,24,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,50647,,,28616,42,36780,19,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36861,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,50680,,,27583,44,36161,21,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,53276,,,29430,39,36564,20,CDI,TAM,43976,0.7,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,70.28,0.7028,37865,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,56030,,,27577,44,36052,21,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,56046,,,25934,49,34995,24,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien de maintenance,,,O,Non Manager 100,100,1,36617,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,56045,,,26491,47,35073,24,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,7.1,,Bac + 3,Technicien ordonnancement,,,,Non Manager 100,100,1,36617,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,30386,,,23330,56,33329,29,CDI,TAM,43976,0.69,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,69.09,0.6909,36617,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,33382,,,26617,47,35377,23,CDI,TAM,43976,0.71,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,71.42,0.7142,36617,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,39164,,,22414,59,30133,37,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,100,1,36617,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,39168,,,23089,57,32051,32,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.1,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,100,1,36617,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,39172,,,27155,46,35016,24,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,100,1,35016,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,41130,,,24066,54,32165,32,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien Preparateur Process,,,O,Non Manager 100,100,1,43344,,SERVICE EXPLOITATION SAINT JUST,SERVICE EXPLOITATION SAINT JUST,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,41990,,,26413,48,37384,18,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,100,1,37803,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,42037,,,26844,46,36453,20,CDI,TAM,43976,0.71,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,71.42,0.7142,37803,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,44726,,,26017,49,33781,27,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,100,1,36617,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,53279,,,22240,59,30337,37,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,100,1,36617,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,56044,,,25786,49,35585,23,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,100,1,36617,,SERVICE PROCESS,SCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,59376,,,24102,54,39966,11,CDI,TAM,43976,0.71,,,#N/A,20,Agent de Maîtrise,6.1,,Bac+2/3,Technicien preparateur process,,,O,Non Manager 100,71.42,0.7142,41519,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,44717,,,27346,45,35950,22,CDI,TAM,43976,1,,,#N/A,16,Article 4 bis,8.2,,Bac + 3,Technicien qualite emballages,,,,Non Manager 100,100,1,36617,,SERVICE GESTION QUALITÉ VILLECOM,SERVICE GESTION QUALITÉ VILLECOM,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,49860,,,23518,56,31280,34,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,7.2,,Bac + 3,Technicien qualite produits,,,,Non Manager 100,100,1,40422,,SERVICE GESTION QUALITÉ VILLECOM,SERVICE GESTION QUALITÉ VILLECOM,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,42040,,,27274,45,35521,23,CDI,TAM,43976,1,,,#N/A,16,Article 4 bis,8.3,,Bac + 3,Technicien Qualite Support des Operations,,,,Non Manager 100,100,1,36617,,SERV. PRODUCTION VIL,SERV EXPLOIT CONDITIONNEMENT VIL,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,1
,,,,,,,,50687,,,24796,52,34439,26,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicien services generaux,,O,,Non Manager 100,100,1,36617,,SERVICE TRAVAUX NEUFS VILLECOMTA,SERVICE TRAVAUX NEUFS VILLECOMTA,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,43372,,,32303,32,39733,11,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.3,,Bac+2/3,Technicien Support Technique,,,,Non Manager 100,100,1,40756,,SERV. MAINTENANCE VIL,SERV EXPLOITATION PROCESS VILLEC,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Masculin,0
,,,,,,,,94369,,,33287,29,41456,6,CDI,TAM,43976,1,,,#N/A,20,Agent de Maîtrise,6.2,,Bac+2/3,Technicienne de maintenance,,,O,Non Manager 100,100,1,41548,,SERVI.MAINTENANCE PROCESS,MAINTENANCE PROCESS,DIR. INDUSTRIELLE,US DE VILLECOMTAL,Féminin,0
