company_name,cp,department,distance,jobs,location,num_employees,rating,rome_code
ADREXO,1160,Ain,12.5,promotion des ventes,HAUTECOURT,100 à 199 salariés,2.5,M1706
MEDIAPOST,1160,Ain,47,promotion des ventes,VAULX,100 à 199 salariés,2.8,M1706
STRADA ACTION,1160,Ain,49.5,promotion des ventes,LYON,0 salarié,2.5,M1706
ORANGINA SUNTORY FRANCE PRODUCTION,1160,Ain,40.8,promotion des ventes,MEYZIEU,100 à 199 salariés,3,M1706
KARIO,1160,Ain,42.7,promotion des ventes,BELLEY,6 à 9 salariés,2.5,M1706
STRADA PERFORMANCE,1160,Ain,49.5 38 min en voiture,promotion des ventes,LYON,0 salarié,2.8,M1706
SAS HOLDIS,1160,Ain,37.4,responsable de secteur,LECLERC,0 salarié,2.5,D1509
CENTRE LECLERC,1160,Ain,44.4,responsable de secteur,GENAY,200 à 249 salariés,2.5,D1509
INTERMARCHE JEAN DE PARIS,1160,Ain,11.1,responsable de secteur,AMBERIEU,100 à 199 salariés,2.5,D1509
AUCHAN,1160,Ain,46.9,responsable de secteur,CALUIRE,500 à 999 salariés,2.7,D1509
MEDIAPOST,1160,Ain,47,responsable de secteur,VAULX,100 à 199 salariés,2.5,D1509
INTERMARCHE,1160,Ain,32.4,responsable de secteur,OYONNAX,0 salarié,2.5,D1509
INTERMARCHE,1160,Ain,41.7,responsable de secteur,MEYZIEU,20 à 49 salariés,2.5,D1509
STRADA PERFORMANCE,1160,Ain,49.5,responsable de secteur,LYON,0 salarié,2.5,D1509
ADREXO,2000,Aisne,43.0 37 min en voiture,promotion des ventes,REIMS,100 à 199 salariés,3.1,M1706
CORA,2000,Aisne,40.3,responsable de secteur,SAINT,0 salarié,2.7,D1509
CARREFOUR CONTACT,2000,Aisne,46.2,responsable de secteur,BAZANCOURT,0 salarié,2.7,D1509
ADREXO,2000,Aisne,43,responsable de secteur,REIMS,100 à 199 salariés,2.5,D1509
CENTRE E LECLERC,2000,Aisne,43.1,responsable de secteur,SAINT,0 salarié,3,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,3240,Allier,46.0 55 min en voiture,promotion des ventes,HAUTERIVE,20 à 49 salariés,2.5,M1706
LECLERC,3240,Allier,25.5 35 min en voiture,responsable de secteur,AVERMES,0 salarié,2.5,D1509
Elargir aux métiers suivants :,4000,Alpes-de-Haute-Provence,,promotion des ventes,,,,M1706
Elargir aux métiers suivants :,4000,Alpes-de-Haute-Provence,,responsable de secteur,,,,D1509
Elargir aux métiers suivants :,5260,Hautes-Alpes,,promotion des ventes,,,,M1706
Elargir aux métiers suivants :,5260,Hautes-Alpes,,responsable de secteur,,,,D1509
MEDIAPOST,6710,Alpes-Maritimes,18.0 25 min en voiture,promotion des ventes,CARROS,0 salarié,2.5,M1706
E LECLERC,6710,Alpes-Maritimes,41.3,responsable de secteur,LE,0 salarié,2.5,D1509
MONOPRIX,6710,Alpes-Maritimes,27.8,responsable de secteur,NICE,50 à 99 salariés,2.5,D1509
SUPER U,6710,Alpes-Maritimes,33.3,responsable de secteur,GRASSE,0 salarié,2.5,D1509
INTERMARCHE LIBERATION,6710,Alpes-Maritimes,29,responsable de secteur,NICE,20 à 49 salariés,2.5,D1509
REASSORT,7530,Ardèche,38.6,promotion des ventes,MERCHANDISING & ANIMATIONS,100 à 199 salariés,3.8,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,7530,Ardèche,49.9,promotion des ventes,VALENCE,100 à 199 salariés,2.5,M1706
AUDOUARD DROME ARDECHE,7530,Ardèche,34.7,promotion des ventes,MONTELIMAR,20 à 49 salariés,2.5,M1706
CENTRE LECLERC,7530,Ardèche,49.1,responsable de secteur,BOURG,250 à 499 salariés,2.7,D1509
REASSORT,7530,Ardèche,38.6,responsable de secteur,MERCHANDISING & ANIMATIONS,100 à 199 salariés,3.1,D1509
SOCIETE EXPLOITATION SOURCES ROXANE,8430,Ardennes,7.1 16 min en voiture,promotion des ventes,JANDUN,50 à 99 salariés,3,M1706
MGL,8430,Ardennes,15.5 17 min en voiture,promotion des ventes,CHARLEVILLE,0 salarié,3.7,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,8430,Ardennes,12.4 16 min en voiture,promotion des ventes,PRIX,50 à 99 salariés,2.5,M1706
CARREFOUR CONTACT,8430,Ardennes,46.2 36 min en voiture,responsable de secteur,BAZANCOURT,0 salarié,2.7,D1509
Elargir aux métiers suivants :,9000,Ariège,,promotion des ventes,,,,M1706
INTERMARCHE,9000,Ariège,15.0 16 min en voiture,responsable de secteur,PAMIERS,0 salarié,2.5,D1509
ESTAC TROYES MANAGEMENT SERVICES,10410,Aube,3.1 7 min en voiture,promotion des ventes,TROYES,0 salarié,2.5,M1706
CENTRE E.LECLERC,10410,Aube,39.4 52 min en voiture,responsable de secteur,ROMILLY,200 à 249 salariés,2.5,D1509
Elargir aux métiers suivants :,11250,Aude,,promotion des ventes,,,,M1706
Elargir aux métiers suivants :,11250,Aude,,responsable de secteur,,,,D1509
ADREXO,12290,Aveyron,17.0 28 min en voiture,promotion des ventes,RODEZ,0 salarié,3.1,M1706
ADREXO,12290,Aveyron,17.0 28 min en voiture,responsable de secteur,RODEZ,0 salarié,2.5,D1509
ADREXO,13250,Bouches-du-Rhône,47.6,promotion des ventes,AVIGNON,100 à 199 salariés,3.8,M1706
OPTIMARK,13250,Bouches-du-Rhône,28.8,promotion des ventes,AIX,0 salarié,4,M1706
MS ANIMATIONS,13250,Bouches-du-Rhône,49.5,promotion des ventes,AVIGNON,0 salarié,2.8,M1706
MURATI,13250,Bouches-du-Rhône,32,promotion des ventes,GARDANNE,10 à 19 salariés,2.5,M1706
SUD WEB COMMUNICATION,13250,Bouches-du-Rhône,43.7,promotion des ventes,MARSEILLE,0 salarié,2.8,M1706
ADREXO,13250,Bouches-du-Rhône,10.3,promotion des ventes,SALON,100 à 199 salariés,2.5,M1706
HIGH CO DATA,13250,Bouches-du-Rhône,22.2,promotion des ventes,AIX,100 à 199 salariés,2.5,M1706
SDP,13250,Bouches-du-Rhône,25.5,promotion des ventes,AIX,50 à 99 salariés,2.5,M1706
ADREXO,13250,Bouches-du-Rhône,17.6,promotion des ventes,VITROLLES,0 salarié,2.5,M1706
ETIC EVENEMENT,13250,Bouches-du-Rhône,29.2,promotion des ventes,MARSEILLE,0 salarié,2.5,M1706
ADREXO,13250,Bouches-du-Rhône,36.2,promotion des ventes,MARSEILLE,0 salarié,2.5,M1706
ADREXO,13250,Bouches-du-Rhône,47.6,responsable de secteur,AVIGNON,100 à 199 salariés,3.1,D1509
OPTIMARK,13250,Bouches-du-Rhône,28.8,responsable de secteur,AIX,0 salarié,3.5,D1509
MS ANIMATIONS,13250,Bouches-du-Rhône,49.5,responsable de secteur,AVIGNON,0 salarié,2.5,D1509
SUD WEB COMMUNICATION,13250,Bouches-du-Rhône,43.7,responsable de secteur,MARSEILLE,0 salarié,2.5,D1509
LA NORMANDISE,14320 May-sur-Orne,Calvados,44.2,promotion des ventes,VIRE,0 salarié,3.5,M1706
ADREXO,14320 May-sur-Orne,Calvados,46.3,promotion des ventes,LISIEUX,50 à 99 salariés,2.5,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,14320 May-sur-Orne,Calvados,8.2,promotion des ventes,GRENTHEVILLE,200 à 249 salariés,2.5,M1706
CENTRE E. LECLERC,14320 May-sur-Orne,Calvados,44.6,responsable de secteur,FLERS,0 salarié,2.5,D1509
SOBADIS / CENTRE LECLERC,14320 May-sur-Orne,Calvados,31.7,responsable de secteur,BAYEUX,200 à 249 salariés,2.7,D1509
REBUS,14320 May-sur-Orne,Calvados,11.7,responsable de secteur,SAINT,0 salarié,2.7,D1509
CENTRE LECLERC,14320 May-sur-Orne,Calvados,46.4,responsable de secteur,VAUDRY,0 salarié,2.5,D1509
CARREFOUR MARKET,14320 May-sur-Orne,Calvados,40.7,responsable de secteur,SAINT,0 salarié,2.5,D1509
Elargir aux métiers suivants :,15800,Cantal,,promotion des ventes,,,,M1706
Elargir aux métiers suivants :,15800,Cantal,,responsable de secteur,,,,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,16430,Charente,7.0 16 min en voiture,promotion des ventes,SOYAUX,100 à 199 salariés,2.5,M1706
Elargir aux métiers suivants :,16430,Charente,,responsable de secteur,,,,D1509
Elargir aux métiers suivants :,17810,Charente-Maritime,,promotion des ventes,,,,M1706
INTERMARCHE,17810,Charente-Maritime,30.6,responsable de secteur,VAUX,0 salarié,2.5,D1509
INTERMARCHE,17810,Charente-Maritime,21.6,responsable de secteur,SAUJON,20 à 49 salariés,2.5,D1509
GEORGES MONIN SAS,18390,Cher,12,promotion des ventes,BOURGES,0 salarié,4.4,M1706
PROSPECTUS,18390,Cher,13.7,promotion des ventes,MAIL,100 à 199 salariés,2.5,M1706
MEDIAPOST,18390,Cher,10.4,promotion des ventes,BOURGES,20 à 49 salariés,2.8,M1706
BOURGES DIS,18390,Cher,30,responsable de secteur,BOURGES,0 salarié,2.7,D1509
CENTRE LECLERC,18390,Cher,32.6,responsable de secteur,VIERZON,100 à 199 salariés,3,D1509
MEDIAPOST,18390,Cher,10.4,responsable de secteur,BOURGES,20 à 49 salariés,2.5,D1509
ADREXO,19800,Corrèze,32,promotion des ventes,MALEMORT,50 à 99 salariés,2.5,M1706
MEDIAPOST,19800,Corrèze,35.7,promotion des ventes,USSAC,0 salarié,2.8,M1706
MEDIAPOST,19800,Corrèze,35.7,responsable de secteur,USSAC,0 salarié,2.5,D1509
Elargir aux alentours :,20190,Corse-du-Sud,,promotion des ventes,,,,M1706
AUCHAN,20190,Corse-du-Sud,16.5 28 min en voiture,responsable de secteur,SARROLA,0 salarié,2.7,D1509
Elargir aux alentours :,20244,Haute-Corse,,promotion des ventes,,,,M1706
Elargir aux métiers suivants :,20244,Haute-Corse,,responsable de secteur,,,,D1509
HUBFORCE,21440,Côte-d'Or,25.4,promotion des ventes,QUETIGNY,0 salarié,2.5,M1706
REFRESCO FRANCE,21440,Côte-d'Or,34.6,promotion des ventes,NUITS,100 à 199 salariés,3.3,M1706
MEDIAPOST SA,21440,Côte-d'Or,23,promotion des ventes,LONGVIC,100 à 199 salariés,2.5,M1706
Elargir aux métiers suivants :,21440,Côte-d'Or,,responsable de secteur,,,,D1509
BIOGROUPE SAS,22800 Plaine-Haute,Côtes d'Armor,36.8,promotion des ventes,ERQUY,0 salarié,2.5,M1706
ADREXO,22800 Plaine-Haute,Côtes d'Armor,9.1,promotion des ventes,TREGUEUX,100 à 199 salariés,3.5,M1706
MEDIAPOST SA,22800 Plaine-Haute,Côtes d'Armor,6.4,promotion des ventes,TREGUEUX,50 à 99 salariés,2.5,M1706
ADREXO,22800 Plaine-Haute,Côtes d'Armor,9.1 15 min en voiture,responsable de secteur,TREGUEUX,100 à 199 salariés,2.8,D1509
Elargir aux métiers suivants :,23150,Creuse,,promotion des ventes,,,,M1706
Elargir aux métiers suivants :,23150,Creuse,,responsable de secteur,,,,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,24660,Dordogne,8.1 16 min en voiture,promotion des ventes,BOULAZAC,50 à 99 salariés,3.5,M1706
MEDIAPOST,24660,Dordogne,7.0 13 min en voiture,promotion des ventes,BOULAZAC,50 à 99 salariés,2.5,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,24660,Dordogne,8.1,responsable de secteur,BOULAZAC,50 à 99 salariés,2.8,D1509
TRELIDIS,24660,Dordogne,3.9,responsable de secteur,TRELISSAC,0 salarié,2.5,D1509
RIEME BOISSONS,25530,Doubs,21.5,promotion des ventes,MORTEAU,0 salarié,3.8,M1706
ADREXO,25530,Doubs,34.5,promotion des ventes,SERRE,100 à 199 salariés,2.5,M1706
PROJEF,25530,Doubs,10.7,promotion des ventes,ETALANS,0 salarié,2.5,M1706
MEDIAPOST,25530,Doubs,30,promotion des ventes,BESANCON,0 salarié,2.5,M1706
CENTRE DISTRIBUTEUR E. LECLERC,25530,Doubs,30.6 36 min en voiture,responsable de secteur,HOUTAUD,0 salarié,2.5,D1509
REASSORT,26340,Drôme,30,promotion des ventes,MERCHANDISING & ANIMATIONS,100 à 199 salariés,3.8,M1706
REFRESCO FRANCE,26340,Drôme,49.7,promotion des ventes,MARGES,0 salarié,2.5,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,26340,Drôme,31.8,promotion des ventes,VALENCE,100 à 199 salariés,2.5,M1706
AUDOUARD DROME ARDECHE,26340,Drôme,36.4,promotion des ventes,MONTELIMAR,20 à 49 salariés,2.5,M1706
CENTRE LECLERC,26340,Drôme,37.2 50 min en voiture,responsable de secteur,BOURG,250 à 499 salariés,2.7,D1509
REASSORT,26340,Drôme,30.0 39 min en voiture,responsable de secteur,MERCHANDISING & ANIMATIONS,100 à 199 salariés,3.1,D1509
MEDIAPOST,27110,Eure,25.1,promotion des ventes,LE,0 salarié,3.1,M1706
MD CONSULTING,27110,Eure,35,promotion des ventes,ROUEN,20 à 49 salariés,3.6,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,27110,Eure,34.2,promotion des ventes,CANTELEU,100 à 199 salariés,3.5,M1706
ADREXO,27110,Eure,25.7,promotion des ventes,ANGERVILLE,50 à 99 salariés,3.1,M1706
MEDIAPOST,27110,Eure,32.7,promotion des ventes,SOTTEVILLE,0 salarié,3.5,M1706
MEDIAPOST,27110,Eure,36.8,promotion des ventes,CANTELEU,50 à 99 salariés,2.5,M1706
ADREXO,27110,Eure,31.2,promotion des ventes,SAINT,0 salarié,2.5,M1706
ADREXO,27110,Eure,47.7,promotion des ventes,LISIEUX,50 à 99 salariés,2.5,M1706
MEDIAPOST,27110,Eure,25.1,responsable de secteur,LE,0 salarié,2.5,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,27110,Eure,34.2,responsable de secteur,CANTELEU,100 à 199 salariés,2.8,D1509
SAS RISLDIS,27110,Eure,47.2,responsable de secteur,SAINT,200 à 249 salariés,2.5,D1509
MONTIS,27110,Eure,43,responsable de secteur,ISNEAUVILLE,50 à 99 salariés,2.5,D1509
ADREXO,27110,Eure,25.7,responsable de secteur,ANGERVILLE,50 à 99 salariés,2.5,D1509
MEDIAPOST,27110,Eure,32.7,responsable de secteur,SOTTEVILLE,0 salarié,2.8,D1509
E. LECLERC,27110,Eure,29.5,responsable de secteur,SAINT,0 salarié,3,D1509
LECLERC,27110,Eure,22.3,responsable de secteur,MENNEVAL,0 salarié,2.5,D1509
INTERMARCHE,27110,Eure,24.1,responsable de secteur,BOURG,50 à 99 salariés,2.5,D1509
ADREXO,28120,Eure-et-Loir,27.2 34 min en voiture,promotion des ventes,GELLAINVILLE,0 salarié,2.5,M1706
DISTRIB' SERVICES,28120,Eure-et-Loir,27.4 33 min en voiture,promotion des ventes,GELLAINVILLE,50 à 99 salariés,2.8,M1706
DISTRIB' SERVICES,28120,Eure-et-Loir,27.4 33 min en voiture,responsable de secteur,GELLAINVILLE,50 à 99 salariés,2.5,D1509
ADREXO,29590 Lopérec,Finistère,36.8 57 min en voiture,promotion des ventes,SAINT,50 à 99 salariés,2.5,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,29590 Lopérec,Finistère,32.9 55 min en voiture,promotion des ventes,GUIPAVAS,50 à 99 salariés,2.5,M1706
Elargir aux métiers suivants :,29590 Lopérec,Finistère,,responsable de secteur,,,,D1509
ADREXO,30190,Gard,49.3,promotion des ventes,AVIGNON,100 à 199 salariés,3.8,M1706
MEDIAPOST,30190,Gard,41,promotion des ventes,JACOU,100 à 199 salariés,3.5,M1706
MS ANIMATIONS,30190,Gard,46.7,promotion des ventes,AVIGNON,0 salarié,2.8,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,30190,Gard,49.5,promotion des ventes,MONTPELLIER,100 à 199 salariés,2.8,M1706
ADREXO,30190,Gard,37.6,promotion des ventes,MUDAISON,50 à 99 salariés,2.5,M1706
MAIN GAUCHE,30190,Gard,48.1 56 min en voiture,promotion des ventes,MONTPELLIER,0 salarié,2.5,M1706
ADREXO,30190,Gard,49.3,responsable de secteur,AVIGNON,100 à 199 salariés,3.1,D1509
MEDIAPOST,30190,Gard,41,responsable de secteur,JACOU,100 à 199 salariés,2.8,D1509
CARREFOUR,30190,Gard,41.1,responsable de secteur,LE,0 salarié,2.5,D1509
SUPER U MONTPELLIER,30190,Gard,49.2,responsable de secteur,MONTPELLIER,20 à 49 salariés,2.5,D1509
MS ANIMATIONS,30190,Gard,46.7,responsable de secteur,AVIGNON,0 salarié,2.5,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,30190,Gard,49.5,responsable de secteur,MONTPELLIER,100 à 199 salariés,2.5,D1509
"""ENSEIGNE """"U""""""",30190,Gard,37.9,responsable de secteur,SAINT,0 salarié,2.5,D1509
INTERMARCHE JUVIGNAC,30190,Gard,49.2,responsable de secteur,JUVIGNAC,200 à 249 salariés,2.7,D1509
AXECIBLES,31410,Haute-Garonne,31.3,promotion des ventes,LABEGE,0 salarié,3.5,M1706
CORY ANIMATIONS,31410,Haute-Garonne,43.4,promotion des ventes,BRUGUIERES,0 salarié,3.1,M1706
ADREXO,31410,Haute-Garonne,41.3,promotion des ventes,SAINT,100 à 199 salariés,3.1,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,31410,Haute-Garonne,26.7,promotion des ventes,TOULOUSE,200 à 249 salariés,2.8,M1706
BOOGE,31410,Haute-Garonne,33.3,promotion des ventes,TOULOUSE,0 salarié,2.5,M1706
ADREXO,31410,Haute-Garonne,18.7,promotion des ventes,LABARTHE,0 salarié,2.5,M1706
MEDIAPOST,31410,Haute-Garonne,27,promotion des ventes,TOULOUSE,0 salarié,2.5,M1706
CALL MARKETING SARL,31410,Haute-Garonne,29.1,promotion des ventes,TOULOUSE,50 à 99 salariés,2.7,M1706
ADREXO,31410,Haute-Garonne,42.3,promotion des ventes,LABARTHE,50 à 99 salariés,2.5,M1706
ALBINE CONSEIL,31410,Haute-Garonne,33.5,promotion des ventes,TOULOUSE,0 salarié,2.5,M1706
JR ANIMATIONS,31410,Haute-Garonne,43.4 38 min en voiture,promotion des ventes,BRUGUIERES,0 salarié,2.5,M1706
LECLERC BLAGNAC,31410,Haute-Garonne,34.3 31 min en voiture,responsable de secteur,BLAGNAC,0 salarié,3,D1509
SUPER U,31410,Haute-Garonne,43.7 40 min en voiture,responsable de secteur,BRUGUIERES,50 à 99 salariés,3,D1509
INTERMARCHE,31410,Haute-Garonne,18.8 28 min en voiture,responsable de secteur,LABARTHE,0 salarié,3.3,D1509
AXECIBLES,31410,Haute-Garonne,31.3 33 min en voiture,responsable de secteur,LABEGE,0 salarié,2.8,D1509
TOTANA,31410,Haute-Garonne,35.7 32 min en voiture,responsable de secteur,BALMA,100 à 199 salariés,2.7,D1509
CORY ANIMATIONS,31410,Haute-Garonne,43.4 38 min en voiture,responsable de secteur,BRUGUIERES,0 salarié,2.5,D1509
INTERMARCHE,31410,Haute-Garonne,29.0 38 min en voiture,responsable de secteur,POMPERTUZAT,20 à 49 salariés,2.5,D1509
INTERMARCHE,31410,Haute-Garonne,24.6 45 min en voiture,responsable de secteur,LA,20 à 49 salariés,2.5,D1509
LECLERC ROQUES,31410,Haute-Garonne,21.3 22 min en voiture,responsable de secteur,ROQUES,0 salarié,3,D1509
LECLERC,31410,Haute-Garonne,33.7 33 min en voiture,responsable de secteur,SAINT,250 à 499 salariés,2.5,D1509
INTERMARCHE,31410,Haute-Garonne,48.4,responsable de secteur,CASTELNAU,50 à 99 salariés,2.7,D1509
ADREXO,31410,Haute-Garonne,41.3,responsable de secteur,SAINT,100 à 199 salariés,2.5,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,31410,Haute-Garonne,26.7,responsable de secteur,TOULOUSE,200 à 249 salariés,2.5,D1509
AUCHAN,31410,Haute-Garonne,37.2,responsable de secteur,TOULOUSE,500 à 999 salariés,2.7,D1509
INTERMARCHE,31410,Haute-Garonne,42.9,responsable de secteur,GRATENTOUR,20 à 49 salariés,2.5,D1509
INTERMARCHE,31410,Haute-Garonne,43.2 53 min en voiture,responsable de secteur,PAMIERS,0 salarié,2.5,D1509
CARREFOUR MARKET,31410,Haute-Garonne,34.7 29 min en voiture,responsable de secteur,TOULOUSE,20 à 49 salariés,2.7,D1509
CENTRE LECLERC,31410,Haute-Garonne,42.1 39 min en voiture,responsable de secteur,ROUFFIAC,250 à 499 salariés,2.5,D1509
Elargir aux métiers suivants :,32350,Gers,,promotion des ventes,,,,M1706
Elargir aux métiers suivants :,32350,Gers,,responsable de secteur,,,,D1509
LOTUS,33000,Gironde,6.2,promotion des ventes,EYSINES,0 salarié,4,M1706
SPB FAMILY,33000,Gironde,4.3,promotion des ventes,BORDEAUX,0 salarié,4,M1706
ADREXO,33000,Gironde,8.7,promotion des ventes,GRADIGNAN,200 à 249 salariés,3.5,M1706
MEDIAPOST,33000,Gironde,7.5,promotion des ventes,MERIGNAC,10 à 19 salariés,3.5,M1706
MEDIAPOST,33000,Gironde,9,promotion des ventes,CARBON,100 à 199 salariés,3.8,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,33000,Gironde,7.5 15 min en voiture,promotion des ventes,BLANQUEFORT,200 à 249 salariés,3.1,M1706
ARMATIS BORDEAUX,33000,Gironde,2.1 4 min en voiture,promotion des ventes,BORDEAUX,0 salarié,3.3,M1706
CACOLAC,33000,Gironde,12.6 22 min en voiture,promotion des ventes,LEOGNAN,0 salarié,3,M1706
SUCCESS MARKET,33000,Gironde,28.4 36 min en voiture,promotion des ventes,LANTON,0 salarié,2.5,M1706
LOTUS,33000,Gironde,6.2 11 min en voiture,responsable de secteur,EYSINES,0 salarié,3.5,D1509
SPB FAMILY,33000,Gironde,4.3 8 min en voiture,responsable de secteur,BORDEAUX,0 salarié,3.5,D1509
ADREXO,33000,Gironde,8.7 17 min en voiture,responsable de secteur,GRADIGNAN,200 à 249 salariés,2.8,D1509
CENTRE DISTRIBUTEUR E. LECLERC,33000,Gironde,10.1 14 min en voiture,responsable de secteur,SAINTE,250 à 499 salariés,3,D1509
LECLERC LE PIAN,33000,Gironde,12.0 19 min en voiture,responsable de secteur,LE,100 à 199 salariés,3,D1509
E.LECLERC,33000,Gironde,1.3 3 min en voiture,responsable de secteur,BORDEAUX,0 salarié,3,D1509
LECLERC TALENCE,33000,Gironde,6.0 12 min en voiture,responsable de secteur,TALENCE,100 à 199 salariés,2.7,D1509
LECLERC,33000,Gironde,49.2 42 min en voiture,responsable de secteur,LA,100 à 199 salariés,2.7,D1509
INTERMARCHE,33000,Gironde,5.1 9 min en voiture,responsable de secteur,MERIGNAC,50 à 99 salariés,2.5,D1509
INTERMARCHE,33000,Gironde,7.6 14 min en voiture,responsable de secteur,GRADIGNAN,50 à 99 salariés,2.5,D1509
MEDIAPOST,33000,Gironde,9.0 14 min en voiture,responsable de secteur,CARBON,100 à 199 salariés,3.1,D1509
MEDIAPOST,33000,Gironde,7.5 26 min en voiture,responsable de secteur,MERIGNAC,10 à 19 salariés,2.8,D1509
CARREFOUR,33000,Gironde,5.8 13 min en voiture,responsable de secteur,LORMONT,0 salarié,2.5,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,33000,Gironde,7.5 15 min en voiture,responsable de secteur,BLANQUEFORT,200 à 249 salariés,2.5,D1509
LECLERC,33000,Gironde,8.9 17 min en voiture,responsable de secteur,SAINT,0 salarié,2.7,D1509
SOLIDIS / INTERMARCHE,33000,Gironde,28.5 31 min en voiture,responsable de secteur,LIBOURNE,0 salarié,2.7,D1509
INTERMARCHE TALENCE,33000,Gironde,4.7 9 min en voiture,responsable de secteur,TALENCE,0 salarié,2.5,D1509
AUCHAN,33000,Gironde,7.9 15 min en voiture,responsable de secteur,BOULIAC,500 à 999 salariés,3,D1509
LECLERC DE BRUGES,33000,Gironde,3.4 6 min en voiture,responsable de secteur,BRUGES,50 à 99 salariés,2.5,D1509
CENTRE LECLERC,33000,Gironde,44.3 50 min en voiture,responsable de secteur,ARES,100 à 199 salariés,2.5,D1509
LECLERC,33000,Gironde,43.5 35 min en voiture,responsable de secteur,LANGON,0 salarié,2.5,D1509
LECLERC,33000,Gironde,30.6 41 min en voiture,responsable de secteur,CARS,0 salarié,2.5,D1509
MEDIAPOST,34800,Hérault,37.7,promotion des ventes,JACOU,100 à 199 salariés,3.5,M1706
HOPPS GROUP,34800,Hérault,35.2,promotion des ventes,VILLENEUVE,0 salarié,2.5,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,34800,Hérault,34.8,promotion des ventes,MONTPELLIER,100 à 199 salariés,2.8,M1706
ADREXO,34800,Hérault,47,promotion des ventes,MUDAISON,50 à 99 salariés,2.5,M1706
MAIN GAUCHE,34800,Hérault,31.3,promotion des ventes,MONTPELLIER,0 salarié,2.5,M1706
MEDIAPOST,34800,Hérault,37.7,responsable de secteur,JACOU,100 à 199 salariés,2.8,D1509
U EXPRESS,34800,Hérault,36.4,responsable de secteur,MARAUSSAN,0 salarié,3,D1509
INTERMARCHE FRONTIGNAN,34800,Hérault,32.3,responsable de secteur,FRONTIGNAN,50 à 99 salariés,2.7,D1509
AUCHAN HYPERMARCHE,34800,Hérault,34.6,responsable de secteur,BEZIERS,500 à 999 salariés,2.5,D1509
CARREFOUR,34800,Hérault,40.2,responsable de secteur,LE,0 salarié,2.5,D1509
SUPER U MONTPELLIER,34800,Hérault,34.9,responsable de secteur,MONTPELLIER,20 à 49 salariés,2.5,D1509
INTERMARCHE COURNONSEC,34800,Hérault,23.7,responsable de secteur,COURNONSEC,50 à 99 salariés,2.5,D1509
INTERMARCHE BONAVAL,34800,Hérault,34,responsable de secteur,BEZIERS,50 à 99 salariés,2.7,D1509
SUPER U MONTARNAUD,34800,Hérault,21.7,responsable de secteur,MONTARNAUD,0 salarié,2.7,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,34800,Hérault,34.8,responsable de secteur,MONTPELLIER,100 à 199 salariés,2.5,D1509
"""ENSEIGNE """"U""""""",34800,Hérault,44.1 46 min en voiture,responsable de secteur,SAINT,0 salarié,2.5,D1509
INTERMARCHE JUVIGNAC,34800,Hérault,30.5 27 min en voiture,responsable de secteur,JUVIGNAC,200 à 249 salariés,2.7,D1509
TRAITEUR DE PARIS,35830 Betton,Ille-et-Vilaine,40.7,promotion des ventes,LA,100 à 199 salariés,4,M1706
MEDIAPOST,35830 Betton,Ille-et-Vilaine,8.5,promotion des ventes,RENNES,100 à 199 salariés,2.8,M1706
ADREXO,35830 Betton,Ille-et-Vilaine,8.1,promotion des ventes,CESSON,200 à 249 salariés,3.1,M1706
WERECRUIT,35830 Betton,Ille-et-Vilaine,33.7,promotion des ventes,VITRE,0 salarié,2.5,M1706
INTERMARCHE,35830 Betton,Ille-et-Vilaine,8.5,responsable de secteur,LA,20 à 49 salariés,3,D1509
E.LECLERC,35830 Betton,Ille-et-Vilaine,35.5,responsable de secteur,BAIN,0 salarié,2.7,D1509
SUPER U,35830 Betton,Ille-et-Vilaine,38.4,responsable de secteur,PLELAN,0 salarié,2.7,D1509
CENTRE DISTRIBUTION E.LECLERC,35830 Betton,Ille-et-Vilaine,43.4,responsable de secteur,LEHON,200 à 249 salariés,2.7,D1509
LECLERC,35830 Betton,Ille-et-Vilaine,5.3,responsable de secteur,SAINT,0 salarié,2.5,D1509
CENTRE LECLERC,35830 Betton,Ille-et-Vilaine,33.1 34 min en voiture,responsable de secteur,VITRE,200 à 249 salariés,2.5,D1509
MEDIAPOST,35830 Betton,Ille-et-Vilaine,8.5 16 min en voiture,responsable de secteur,RENNES,100 à 199 salariés,2.5,D1509
