company_name,cp,department,distance,jobs,location,num_employees,rating,rome_code
PROSPECTUS MAILING ADRESSE BAL GEOMARK,60600,Oise,27.1 29 min en voiture,responsable de secteur,COMPIEGNE,0 salarié,2.5,D1509
CORA,60600,Oise,15.6 18 min en voiture,responsable de secteur,SAINT,250 à 499 salariés,2.5,D1509
ADREXO,61500,Orne,18.6 22 min en voiture,promotion des ventes,DAMIGNY,50 à 99 salariés,2.5,M1706
DES SOURCES,61500,Orne,25.9 30 min en voiture,promotion des ventes,LA,100 à 199 salariés,3,M1706
SAS RISLDIS,61500,Orne,38.9,responsable de secteur,SAINT,200 à 249 salariés,2.5,D1509
CENTRE LECLERC,61500,Orne,39.4 44 min en voiture,responsable de secteur,LA,100 à 199 salariés,2.5,D1509
SARL JBK.DIS,62134,Pas-de-Calais,43.8,promotion des ventes,MERICOURT,0 salarié,2.5,M1706
TV.AVANTAGES,62134,Pas-de-Calais,40.2,promotion des ventes,LENS,0 salarié,2.5,M1706
ADREXO,62134,Pas-de-Calais,38.4,promotion des ventes,LOOS,0 salarié,3.5,M1706
CAMARIS,62134,Pas-de-Calais,31.9,promotion des ventes,LONGUENESSE,250 à 499 salariés,3,M1706
INTERMARCHE,62134,Pas-de-Calais,38.2,responsable de secteur,LA,50 à 99 salariés,3,D1509
E. LECLERC,62134,Pas-de-Calais,39,responsable de secteur,DAINVILLE,200 à 249 salariés,3,D1509
CORA BRUAY S.A. G.M.A.,62134,Pas-de-Calais,24,responsable de secteur,BRUAY,250 à 499 salariés,3,D1509
CORA,62134,Pas-de-Calais,48.8,responsable de secteur,COURRIERES,200 à 249 salariés,3.3,D1509
CENTRE LECLERC,62134,Pas-de-Calais,29.2,responsable de secteur,NOEUX,200 à 249 salariés,3.3,D1509
HERLIN DISTRIBUTION,62134,Pas-de-Calais,10.9,responsable de secteur,HERLINDIS,50 à 99 salariés,2.7,D1509
INTERMARCHE,62134,Pas-de-Calais,48,responsable de secteur,ABBEVILLE,0 salarié,2.5,D1509
SAXALES/INTERMARCHE,62134,Pas-de-Calais,43.9,responsable de secteur,MERICOURT,50 à 99 salariés,2.5,D1509
LECLERC,62134,Pas-de-Calais,31,responsable de secteur,LUMBRES,0 salarié,2.5,D1509
HYPER U,62134,Pas-de-Calais,49.1,responsable de secteur,NIEPPE,0 salarié,2.5,D1509
ADREXO,62134,Pas-de-Calais,38.4,responsable de secteur,LOOS,0 salarié,2.8,D1509
HYPER U,62134,Pas-de-Calais,39.7,responsable de secteur,LES,0 salarié,3,D1509
AUCHAN,62134,Pas-de-Calais,32.3,responsable de secteur,LONGUENESSE,500 à 999 salariés,3,D1509
CENTRE DISTRIBUTEUR E LECLERC,62134,Pas-de-Calais,35,responsable de secteur,ATTIN,100 à 199 salariés,3.6,D1509
ADREXO,63170,Puy-de-Dôme,3.4 7 min en voiture,promotion des ventes,COURNON,0 salarié,2.5,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,63170,Puy-de-Dôme,44.2 48 min en voiture,promotion des ventes,HAUTERIVE,20 à 49 salariés,2.5,M1706
MEDIAPOST,63170,Puy-de-Dôme,5.1 9 min en voiture,promotion des ventes,COURNON,0 salarié,2.5,M1706
LECLERC(LA PARDIEU),63170,Puy-de-Dôme,1,responsable de secteur,CLERMONT,500 à 999 salariés,2.7,D1509
LECLERC(LE BREZET),63170,Puy-de-Dôme,3.1,responsable de secteur,CLERMONT,200 à 249 salariés,2.5,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,64190 Gurs,Pyrénées-Atlantiques,37,promotion des ventes,PAU,0 salarié,2.8,M1706
LINDT ET SPRUNGLI,64190 Gurs,Pyrénées-Atlantiques,15.1,promotion des ventes,OLORON,500 à 999 salariés,3.1,M1706
CENTRE LECLERC,64190 Gurs,Pyrénées-Atlantiques,32.4,responsable de secteur,PAU,250 à 499 salariés,2.7,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,64190 Gurs,Pyrénées-Atlantiques,37,responsable de secteur,PAU,0 salarié,2.5,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,65200,Hautes-Pyrénées,49.8 74 min en voiture,promotion des ventes,PAU,0 salarié,2.8,M1706
E.LECLERC,65200,Hautes-Pyrénées,28.6 54 min en voiture,responsable de secteur,IBOS,0 salarié,2.7,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,65200,Hautes-Pyrénées,49.8 74 min en voiture,responsable de secteur,PAU,0 salarié,2.5,D1509
ADREXO,66320,Pyrénées-Orientales,24.9,promotion des ventes,LE,200 à 249 salariés,3.8,M1706
MEDIAPOST,66320,Pyrénées-Orientales,24.6,promotion des ventes,TOULOUGES,50 à 99 salariés,3.1,M1706
HYBRIDE CONSEIL,66320,Pyrénées-Orientales,31.4,promotion des ventes,PERPIGNAN,0 salarié,2.5,M1706
ECOCUP,66320,Pyrénées-Orientales,28.3,promotion des ventes,LE,0 salarié,3,M1706
ADREXO,66320,Pyrénées-Orientales,24.9,responsable de secteur,LE,200 à 249 salariés,3.1,D1509
CENTRE LECLERC,66320,Pyrénées-Orientales,29,responsable de secteur,LE,100 à 199 salariés,3,D1509
MEDIAPOST,66320,Pyrénées-Orientales,24.6,responsable de secteur,TOULOUGES,50 à 99 salariés,2.5,D1509
SUPER U,66320,Pyrénées-Orientales,19.2,responsable de secteur,THUIR,0 salarié,2.5,D1509
LECLERC,66320,Pyrénées-Orientales,32,responsable de secteur,PERPIGNAN,250 à 499 salariés,3,D1509
CENTRE E LECLERC SUD,66320,Pyrénées-Orientales,29.8,responsable de secteur,PERPIGNAN,0 salarié,2.5,D1509
INTERMARCHE,66320,Pyrénées-Orientales,42.6 43 min en voiture,responsable de secteur,SAINT,50 à 99 salariés,2.5,D1509
INTERMARCHE,66320,Pyrénées-Orientales,40.8 45 min en voiture,responsable de secteur,ARGELES,100 à 199 salariés,2.5,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,67370,Bas-Rhin,7.9 43 min en voiture,promotion des ventes,SOUFFELWEYERSHEIM,500 à 999 salariés,2.8,M1706
MEDIAPOST,67370,Bas-Rhin,15.6 53 min en voiture,promotion des ventes,MOLSHEIM,50 à 99 salariés,2.5,M1706
INTERSPORT,67370,Bas-Rhin,15.7,responsable de secteur,GEISPOLSHEIM,20 à 49 salariés,4.6,D1509
AUCHAN,67370,Bas-Rhin,9,responsable de secteur,STRASBOURG,250 à 499 salariés,2.5,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,67370,Bas-Rhin,7.9,responsable de secteur,SOUFFELWEYERSHEIM,500 à 999 salariés,2.5,D1509
SOLINEST,68540,Haut-Rhin,15,promotion des ventes,BRUNSTATT,0 salarié,3,M1706
ABTEY CHOCOLATERIE,68540,Haut-Rhin,27,promotion des ventes,HEIMSBRUNN,0 salarié,2.5,M1706
MEDIAPOST,68540,Haut-Rhin,48.2,promotion des ventes,ETUPES,50 à 99 salariés,2.5,M1706
MEDIAPOST,68540,Haut-Rhin,15.6,promotion des ventes,RIXHEIM,50 à 99 salariés,2.5,M1706
E.LECLERC,68540,Haut-Rhin,13.9,responsable de secteur,MULHOUSE,0 salarié,2.5,D1509
SUPER U SCHUMACHER EXPLOITATION,68540,Haut-Rhin,14.4,responsable de secteur,RIEDISHEIM,100 à 199 salariés,2.7,D1509
CENTRE DISTRIBUTEUR E. LECLERC,68540,Haut-Rhin,47.6,responsable de secteur,HERICOURT,0 salarié,2.5,D1509
CORA,68540,Haut-Rhin,6.8,responsable de secteur,WITTENHEIM,250 à 499 salariés,2.5,D1509
CEMOI CONFISEUR,69380,Rhône,48,promotion des ventes,SORBIERS,100 à 199 salariés,3.5,M1706
DUCREUX,69380,Rhône,11.6,promotion des ventes,SAINTE,50 à 99 salariés,3,M1706
MEDIAPOST,69380,Rhône,22.3,promotion des ventes,VAULX,100 à 199 salariés,2.8,M1706
ONG CONSEIL,69380,Rhône,15.9,promotion des ventes,LYON,0 salarié,2.7,M1706
STRADA ACTION,69380,Rhône,18.8,promotion des ventes,LYON,0 salarié,2.5,M1706
LAGRANGE,69380,Rhône,16.1,promotion des ventes,LYON,0 salarié,2.5,M1706
ADREXO,69380,Rhône,22.3,promotion des ventes,VENISSIEUX,250 à 499 salariés,2.5,M1706
LE RIVERSIDE,69380,Rhône,17.8,promotion des ventes,LYON,10 à 19 salariés,2.5,M1706
ORANGINA SUNTORY FRANCE PRODUCTION,69380,Rhône,27.1,promotion des ventes,MEYZIEU,100 à 199 salariés,3,M1706
STRADA PERFORMANCE,69380,Rhône,18.8,promotion des ventes,LYON,0 salarié,2.8,M1706
STPEM,69380,Rhône,18.5 22 min en voiture,promotion des ventes,SOC TERRAIN ETUDES MARCHE,100 à 199 salariés,2.5,M1706
LECLERC,69380,Rhône,48.6,responsable de secteur,SAINT,0 salarié,3,D1509
SAS HOLDIS,69380,Rhône,22.1,responsable de secteur,LECLERC,0 salarié,2.5,D1509
CARREFOUR,69380,Rhône,12.4,responsable de secteur,ECULLY,0 salarié,2.7,D1509
CENTRE LECLERC,69380,Rhône,9,responsable de secteur,GENAY,200 à 249 salariés,2.5,D1509
AUCHAN,69380,Rhône,14,responsable de secteur,CALUIRE,500 à 999 salariés,2.7,D1509
MEDIAPOST,69380,Rhône,22.3,responsable de secteur,VAULX,100 à 199 salariés,2.5,D1509
CARREFOUR,69380,Rhône,21.8,responsable de secteur,VENISSIEUX,0 salarié,2.5,D1509
INTERMARCHE,69380,Rhône,25.6,responsable de secteur,MEYZIEU,20 à 49 salariés,2.5,D1509
STRADA PERFORMANCE,69380,Rhône,18.8,responsable de secteur,LYON,0 salarié,2.5,D1509
ADREXO,70000,Haute-Saône,46.9 54 min en voiture,promotion des ventes,SERRE,100 à 199 salariés,2.5,M1706
MEDIAPOST,70000,Haute-Saône,45.2 53 min en voiture,promotion des ventes,BESANCON,0 salarié,2.5,M1706
CENTRE DISTRIBUTEUR E. LECLERC,70000,Haute-Saône,46.6 50 min en voiture,responsable de secteur,HERICOURT,0 salarié,2.5,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,71460,Saône-et-Loire,23.1 33 min en voiture,promotion des ventes,DRACY,100 à 199 salariés,2.5,M1706
Elargir aux métiers suivants :,71460,Saône-et-Loire,,responsable de secteur,,,,D1509
PROSPECTUS MAILING ADRESSE BAL GEOMARK,72000,Sarthe,0.5,promotion des ventes,LE,100 à 199 salariés,3.1,M1706
ADREXO,72000,Sarthe,47.6,promotion des ventes,DAMIGNY,50 à 99 salariés,2.5,M1706
SA ROXANE,72000,Sarthe,18.5,promotion des ventes,ARDENAY,100 à 199 salariés,3.8,M1706
DES SOURCES,72000,Sarthe,46.1,promotion des ventes,LA,100 à 199 salariés,3,M1706
MEDIAPOST,72000,Sarthe,9.5,promotion des ventes,ALLONNES,50 à 99 salariés,2.5,M1706
PROSPECTUS MAILING ADRESSE BAL GEOMARK,72000,Sarthe,0.5 4 min en voiture,responsable de secteur,LE,100 à 199 salariés,2.5,D1509
ALLECDIS,72000,Sarthe,5.7 12 min en voiture,responsable de secteur,ALLONNES,0 salarié,2.7,D1509
ROUTIN,73260,Savoie,49.1 48 min en voiture,promotion des ventes,LA,100 à 199 salariés,2.7,M1706
CEMOI CONFISEUR,73260,Savoie,47.9 47 min en voiture,promotion des ventes,CHAMBERY,100 à 199 salariés,2.5,M1706
SUPER U,73260,Savoie,24.7 52 min en voiture,responsable de secteur,BOURG,0 salarié,2.5,D1509
ADREXO,74130,Haute-Savoie,26.9 28 min en voiture,promotion des ventes,PRINGY,200 à 249 salariés,2.5,M1706
MEDIAPOST,74130,Haute-Savoie,33.6 35 min en voiture,promotion des ventes,ANNECY,0 salarié,2.5,M1706
VILLE,74130,Haute-Savoie,18.8,responsable de secteur,LA,200 à 249 salariés,3.3,D1509
***CENTRE LECLERC***,74130,Haute-Savoie,30.4,responsable de secteur,CRAN,0 salarié,2.7,D1509
AUCHAN,74130,Haute-Savoie,30.2,responsable de secteur,EPAGNY,500 à 999 salariés,2.5,D1509
DISTRICOM SALES AND MARKETING,75001,Paris,9.2 16 min en voiture,promotion des ventes,ASNIERES,0 salarié,4.4,M1706
ATMOSPHERES,75001,Paris,27.5 27 min en voiture,promotion des ventes,BOIS,0 salarié,4.4,M1706
MIXICOM,75001,Paris,3.7 8 min en voiture,promotion des ventes,PARIS,0 salarié,3.8,M1706
SERVICE INNOVATION GROUP FRANCE,75001,Paris,14.0 20 min en voiture,promotion des ventes,VELIZY,0 salarié,3.8,M1706
PRECIPHAR,75001,Paris,11.3 15 min en voiture,promotion des ventes,SEVRES,200 à 249 salariés,3.8,M1706
CPM FRANCE,75001,Paris,9.6 14 min en voiture,promotion des ventes,ISSY,0 salarié,4.4,M1706
ANGIE,75001,Paris,3.5 7 min en voiture,promotion des ventes,PARIS,3 à 5 salariés,3.8,M1706
FRANCE FOOD COMPAGNY,75001,Paris,24.8 25 min en voiture,promotion des ventes,BONDOUFLE,0 salarié,3.7,M1706
BUSINESS SERVICES,75001,Paris,2.9 5 min en voiture,promotion des ventes,PARIS,0 salarié,3.5,M1706
OP'TEAM SPIRIT,75001,Paris,2.9 7 min en voiture,promotion des ventes,CHARENTON,10 à 19 salariés,3.5,M1706
WOO,75001,Paris,1.7 4 min en voiture,promotion des ventes,PARIS,0 salarié,3.5,M1706
ETAGE 2EME,75001,Paris,1.5 5 min en voiture,promotion des ventes,PARIS,50 à 99 salariés,4,M1706
LOLLY'S,75001,Paris,4.4 8 min en voiture,promotion des ventes,PARIS,0 salarié,4.2,M1706
JT INTERNATIONAL FRANCE,75001,Paris,10.6 15 min en voiture,promotion des ventes,BOULOGNE,0 salarié,3.5,M1706
PARETO,75001,Paris,7.9 13 min en voiture,promotion des ventes,SAINT,0 salarié,3.1,M1706
ADREXO,75001,Paris,20.0 23 min en voiture,promotion des ventes,SAINT,100 à 199 salariés,3.1,M1706
BLUE HIVE PARIS,75001,Paris,5.8 9 min en voiture,promotion des ventes,PARIS,0 salarié,3.8,M1706
HAVAS PARIS,75001,Paris,10.3 16 min en voiture,promotion des ventes,PUTEAUX,0 salarié,3.1,M1706
GR EVENEMENTS,75001,Paris,4.3 7 min en voiture,promotion des ventes,PARIS,0 salarié,3.3,M1706
DIGITALOCAL,75001,Paris,4.6 9 min en voiture,promotion des ventes,PARIS,20 à 49 salariés,3.1,M1706
OMN SERVICES,75001,Paris,10.8 17 min en voiture,promotion des ventes,LE,0 salarié,4.2,M1706
TLC MARKETING FRANCE,75001,Paris,6.8 11 min en voiture,promotion des ventes,PARIS,20 à 49 salariés,2.8,M1706
SA TEST,75001,Paris,17.8 23 min en voiture,promotion des ventes,VERSAILLES,20 à 49 salariés,4.2,M1706
AGENCE DIVA,75001,Paris,2.9 5 min en voiture,promotion des ventes,PARIS,20 à 49 salariés,3.3,M1706
AUDREY B.CONSULTING,75001,Paris,8.7 14 min en voiture,promotion des ventes,LEVALLOIS,0 salarié,3.5,M1706
ADREXO,75001,Paris,40.3 47 min en voiture,promotion des ventes,VILLERS,200 à 249 salariés,3.5,M1706
ELSE FRANCE,75001,Paris,3.9 7 min en voiture,promotion des ventes,PARIS,0 salarié,2.8,M1706
GR PRESTATIONS,75001,Paris,4.3 7 min en voiture,promotion des ventes,PARIS,50 à 99 salariés,3,M1706
DELICE ET CREATION,75001,Paris,9.7 14 min en voiture,promotion des ventes,VALENTON,0 salarié,3.4,M1706
TESSI,75001,Paris,6.1 11 min en voiture,promotion des ventes,PANTIN,0 salarié,3.1,M1706
O & D,75001,Paris,6.4 11 min en voiture,promotion des ventes,PARIS,0 salarié,2.8,M1706
PULICIS ETOILE SCAMEDIA AXONE MUNDODIREC,75001,Paris,6.5 11 min en voiture,promotion des ventes,PARIS,0 salarié,3.8,M1706
CORPORATE FICTION,75001,Paris,1.3 3 min en voiture,promotion des ventes,PARIS,6 à 9 salariés,2.8,M1706
CHATEAUFORM' FRANCE,75001,Paris,34.2 38 min en voiture,promotion des ventes,PERSAN,0 salarié,2.7,M1706
IDES INST DIFFUSION ETUDES POUR SANT,75001,Paris,9.7 13 min en voiture,promotion des ventes,BOULOGNE,250 à 499 salariés,2.8,M1706
IFOP,75001,Paris,6.1 10 min en voiture,promotion des ventes,PARIS,0 salarié,3,M1706
ACCES PROMO,75001,Paris,5.4 9 min en voiture,promotion des ventes,ASP,1 ou 2 salariés,3.8,M1706
CITY ONE EVENTS,75001,Paris,5.2 9 min en voiture,promotion des ventes,VITRY,250 à 499 salariés,2.7,M1706
JEFF DE BRUGES,75001,Paris,9.5 15 min en voiture,promotion des ventes,ASNIERES,1 ou 2 salariés,2.5,M1706
FUTURAMEDIA,75001,Paris,12.5 18 min en voiture,promotion des ventes,STAINS,100 à 199 salariés,2.5,M1706
SALESFORCE.COM FRANCE,75001,Paris,6.1 10 min en voiture,promotion des ventes,PARIS,0 salarié,4,M1706
AGENCE FRANCE PRESTIGE,75001,Paris,5.0 9 min en voiture,promotion des ventes,PARIS,20 à 49 salariés,2.7,M1706
REPSCO PROMOTION,75001,Paris,11.2 16 min en voiture,promotion des ventes,SAINT,0 salarié,3.1,M1706
IMPACT SALES MARKETING,75001,Paris,8.1 13 min en voiture,promotion des ventes,LEVALLOIS,0 salarié,4.4,M1706
SOFIP,75001,Paris,8.3 12 min en voiture,promotion des ventes,NEUILLY,0 salarié,2.8,M1706
ARC EVENTS,75001,Paris,1.3 4 min en voiture,promotion des ventes,PARIS,0 salarié,3,M1706
RAVESS FRANCE,75001,Paris,5.3 9 min en voiture,promotion des ventes,PARIS,0 salarié,2.7,M1706
MASTERSERVICE,75001,Paris,39.3 35 min en voiture,promotion des ventes,FONTENAY,0 salarié,2.8,M1706
CLIQEO,75001,Paris,16.2 17 min en voiture,promotion des ventes,PALAISEAU,0 salarié,3.1,M1706
SID LEE PARIS,75001,Paris,3.6 7 min en voiture,promotion des ventes,PARIS,20 à 49 salariés,2.5,M1706
TEXTUELLA MINE,75001,Paris,4.4 9 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
SCRIBEO,75001,Paris,7.0 11 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
DIRECT SUD,75001,Paris,3.1 6 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
LOGEXPO,75001,Paris,3.3 7 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
LDB MICA RESEARCH GMBH,75001,Paris,4.9 10 min en voiture,promotion des ventes,ARCUEIL,50 à 99 salariés,2.5,M1706
CIRCO DE BAKUZA (FRANCE),75001,Paris,0.5 2 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
CHEIL FRANCE,75001,Paris,7.3 13 min en voiture,promotion des ventes,SAINT,0 salarié,2.8,M1706
A TEAM INSTALLATION,75001,Paris,34.8 43 min en voiture,promotion des ventes,BRUYERES,0 salarié,2.5,M1706
SWEET PUNK,75001,Paris,4.8 9 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
DECO EVENEMENTS,75001,Paris,13.1 16 min en voiture,promotion des ventes,LIVRY,0 salarié,3,M1706
HARPA AFFICHAGE,75001,Paris,7.2 13 min en voiture,promotion des ventes,VITRY,0 salarié,2.5,M1706
THEMA SERVICES,75001,Paris,2.5 5 min en voiture,promotion des ventes,PARIS,100 à 199 salariés,3.9,M1706
AYCTOR,75001,Paris,7.1 12 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
INVESTER TECHNOLOGIES,75001,Paris,4.5 8 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
EXIGENCE BLOC,75001,Paris,2.9 6 min en voiture,promotion des ventes,NOTES ET RAYONNANCE,0 salarié,3.5,M1706
LES BONS FAISEURS,75001,Paris,2.8 5 min en voiture,promotion des ventes,PARIS,10 à 19 salariés,2.5,M1706
SNACKING MEDIA,75001,Paris,3.9 7 min en voiture,promotion des ventes,PARIS,6 à 9 salariés,2.5,M1706
ALTAVIA PARIS,75001,Paris,7.4 12 min en voiture,promotion des ventes,SAINT,0 salarié,2.5,M1706
GIGA MULTISERVICES,75001,Paris,12.6 18 min en voiture,promotion des ventes,COLOMBES,0 salarié,3,M1706
MEDIAPOST SAS,75001,Paris,4.7 9 min en voiture,promotion des ventes,MONTROUGE,0 salarié,2.8,M1706
L'ATELIER CONSOMMATEUR ET CITOYEN,75001,Paris,2.7 6 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
EQUAERO,75001,Paris,3.9 7 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
NEX & COM,75001,Paris,8.4 13 min en voiture,promotion des ventes,PARIS,6 à 9 salariés,2.5,M1706
INPUT SALES PROMOTION,75001,Paris,8.1 13 min en voiture,promotion des ventes,LEVALLOIS,0 salarié,2.8,M1706
LONSDALE CORPORATE,75001,Paris,5.1 9 min en voiture,promotion des ventes,PARIS,0 salarié,2.8,M1706
NEWSEA,75001,Paris,2.0 4 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
SOGOFIF,75001,Paris,2.1 5 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
KANTAR,75001,Paris,11.4 15 min en voiture,promotion des ventes,PUTEAUX,500 à 999 salariés,2.5,M1706
KERVIC,75001,Paris,5.8 9 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
REED ORGANISATION,75001,Paris,10.2 15 min en voiture,promotion des ventes,PUTEAUX,250 à 499 salariés,3.3,M1706
MEDIAGO,75001,Paris,6.1 11 min en voiture,promotion des ventes,PARIS,0 salarié,2.8,M1706
SODIS DUCROS,75001,Paris,11.2 16 min en voiture,promotion des ventes,SURESNES,0 salarié,2.7,M1706
LB,75001,Paris,1.4 4 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
RETAIL SAFARI,75001,Paris,10.5 14 min en voiture,promotion des ventes,BOULOGNE,10 à 19 salariés,2.7,M1706
PREMIERE CLASSE,75001,Paris,2.9 5 min en voiture,promotion des ventes,WHO' S NEXT,0 salarié,2.5,M1706
CA INTERACTIVE,75001,Paris,8.5 14 min en voiture,promotion des ventes,CLICHY,250 à 499 salariés,2.5,M1706
BEIJAFLORE MARKETING ET INNOVATION,75001,Paris,7.6 13 min en voiture,promotion des ventes,PARIS,100 à 199 salariés,2.5,M1706
JEFF DE BRUGES,75001,Paris,10.7 17 min en voiture,promotion des ventes,BOIS,0 salarié,2.7,M1706
DMF SALES & MARKETING,75001,Paris,9.3 16 min en voiture,promotion des ventes,ASNIERES,100 à 199 salariés,4.6,M1706
HEMBLEM,75001,Paris,3.5 8 min en voiture,promotion des ventes,PARIS,0 salarié,3.1,M1706
TEC AND LOG,75001,Paris,3.3 7 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
TEAM BREAK PARIS 9,75001,Paris,4.5 9 min en voiture,promotion des ventes,PARIS,0 salarié,2.5,M1706
LOWE STRATEUS,75001,Paris,4.6 9 min en voiture,promotion des ventes,PARIS,0 salarié,2.8,M1706
IDS SANTE,75001,Paris,39.0 41 min en voiture,promotion des ventes,CHANTILLY,0 salarié,2.5,M1706
K,75001,Paris,7.5 13 min en voiture,promotion des ventes,EVENT,0 salarié,2.5,M1706
CODECOM,75001,Paris,9.3 14 min en voiture,promotion des ventes,NEUILLY,50 à 99 salariés,2.5,M1706
BETC,75001,Paris,6.2 12 min en voiture,promotion des ventes,PANTIN,0 salarié,2.5,M1706
COCA,75001,Paris,8.9 13 min en voiture,promotion des ventes,COLA EUROPEAN PARTNERS FRANCE,0 salarié,4.6,M1706
CATALINA MARKETING,75001,Paris,9.3 12 min en voiture,promotion des ventes,BOULOGNE,200 à 249 salariés,2.5,M1706
JEFF DE BRUGES DIFFUSION,75001,Paris,25.1 22 min en voiture,promotion des ventes,FERRIERES,0 salarié,2.5,M1706
INTERMARCHE (STE CADICHEL),75001,Paris,16.1,responsable de secteur,CHELLES,50 à 99 salariés,2.5,D1509
AUCHAN HYPERMARCHE,75001,Paris,45.8,responsable de secteur,MERU,200 à 249 salariés,2.5,D1509
SUPER U,75001,Paris,36.4,responsable de secteur,COUILLY,0 salarié,2.5,D1509
DISTRICOM SALES AND MARKETING,75001,Paris,9.2,responsable de secteur,ASNIERES,0 salarié,3.8,D1509
ATMOSPHERES,75001,Paris,27.5,responsable de secteur,BOIS,0 salarié,4,D1509
CPM FRANCE,75001,Paris,9.6,responsable de secteur,ISSY,0 salarié,3.8,D1509
MIXICOM,75001,Paris,3.7,responsable de secteur,PARIS,0 salarié,3.1,D1509
SERVICE INNOVATION GROUP FRANCE,75001,Paris,14,responsable de secteur,VELIZY,0 salarié,3.1,D1509
PRECIPHAR,75001,Paris,11.3,responsable de secteur,SEVRES,200 à 249 salariés,3.1,D1509
ANGIE,75001,Paris,3.5,responsable de secteur,PARIS,3 à 5 salariés,3.1,D1509
COURBEVOIE DISTRIBUTION,75001,Paris,10.1 16 min en voiture,responsable de secteur,COURBEVOIE,0 salarié,3,D1509
LECLERC,75001,Paris,22.3 29 min en voiture,responsable de secteur,MOISSELLES,0 salarié,3,D1509
SOCIETE D'EXPLOITATION DE LA GRANDE EPIC,75001,Paris,3.8 7 min en voiture,responsable de secteur,PARIS,250 à 499 salariés,3.6,D1509
MONOPRIX,75001,Paris,2.6 5 min en voiture,responsable de secteur,PARIS,100 à 199 salariés,3,D1509
BONNO MARKET,75001,Paris,9.4 13 min en voiture,responsable de secteur,CHEVILLY,0 salarié,3,D1509
ETAGE 2EME,75001,Paris,1.5 5 min en voiture,responsable de secteur,PARIS,50 à 99 salariés,3.5,D1509
E.LECLERC,75001,Paris,11.8 17 min en voiture,responsable de secteur,LE,0 salarié,3.3,D1509
MONOPRIX,75001,Paris,7.1 12 min en voiture,responsable de secteur,PARIS,50 à 99 salariés,3,D1509
CARREFOUR CITY,75001,Paris,1.7 4 min en voiture,responsable de secteur,PARIS,0 salarié,3,D1509
BUSINESS SERVICES,75001,Paris,2.9 5 min en voiture,responsable de secteur,PARIS,0 salarié,2.8,D1509
INTERMARCHE EXPRESS,75001,Paris,6.5 11 min en voiture,responsable de secteur,PARIS,6 à 9 salariés,3.6,D1509
CENTRE LECLERC,75001,Paris,19.8 23 min en voiture,responsable de secteur,SAINT,0 salarié,2.7,D1509
SODIOS EXPLOITATION,75001,Paris,32.3 33 min en voiture,responsable de secteur,OSNY,0 salarié,3,D1509
SUPER U,75001,Paris,1.0 3 min en voiture,responsable de secteur,PARIS,20 à 49 salariés,2.7,D1509
OP'TEAM SPIRIT,75001,Paris,2.9 7 min en voiture,responsable de secteur,CHARENTON,10 à 19 salariés,2.8,D1509
MONOPRIX,75001,Paris,6.0 10 min en voiture,responsable de secteur,PARIS,100 à 199 salariés,3.3,D1509
CENTRE LECLERC,75001,Paris,11.0 17 min en voiture,responsable de secteur,GENNEVILLIERS,0 salarié,2.7,D1509
WOO,75001,Paris,1.7 4 min en voiture,responsable de secteur,PARIS,0 salarié,2.8,D1509
E.LECLERC,75001,Paris,5.4 10 min en voiture,responsable de secteur,PANTIN,100 à 199 salariés,2.7,D1509
BLUE HIVE PARIS,75001,Paris,5.8 9 min en voiture,responsable de secteur,PARIS,0 salarié,3.1,D1509
CENTRE LECLERC,75001,Paris,13.2 18 min en voiture,responsable de secteur,CLICHY,200 à 249 salariés,3.3,D1509
AUCHAN,75001,Paris,15.3 21 min en voiture,responsable de secteur,VELIZY,500 à 999 salariés,2.7,D1509
AUCHAN SUPERMARCHE,75001,Paris,5.6 10 min en voiture,responsable de secteur,PARIS,0 salarié,3,D1509
JT INTERNATIONAL FRANCE,75001,Paris,10.6 15 min en voiture,responsable de secteur,BOULOGNE,0 salarié,2.8,D1509
CARREFOUR MARKET,75001,Paris,4.9 9 min en voiture,responsable de secteur,PARIS,50 à 99 salariés,3,D1509
