company_name,cp,department,distance,jobs,location,num_employees,rating,rome_code
SOCORPI,75001,Paris,3.1,,PARIS,0 salarié,2.7,C1501
GESTION ET TRANSACTIONS DE FRANCE,75001,Paris,5.2,,PARIS,0 salarié,4.5,C1501
GECINA,75001,Paris,4.3,,PARIS,0 salarié,4.4,C1501
EURIGEST,75001,Paris,4.1,,PARIS,6 à 9 salariés,4.2,C1501
WERELDHAVE MANAGEMENT FRANCE,75001,Paris,6.0,,PARIS,20 à 49 salariés,4.6,C1501
SINOUHE IMMOBILIER,75001,Paris,6.1,,PARIS,50 à 99 salariés,4.2,C1501
CABINET MINARD,75001,Paris,6.5,,PARIS,10 à 19 salariés,4.4,C1501
AGIA,75001,Paris,6.7,,PARIS,0 salarié,4.2,C1501
NEXITY LAMY,75001,Paris,10.9,,BOIS,20 à 49 salariés,4.2,C1501
GTF,75001,Paris,4.6,,PARIS,0 salarié,4.4,C1501
IRIMMO,75001,Paris,10.5,,IRIS IMMOBILIER,0 salarié,4.2,C1501
FINANCIERE APSYS,75001,Paris,6.9,,PARIS,0 salarié,4.5,C1501
STE RESIDENCES LE LOGEMENT DES FONCTIONN,75001,Paris,6.4,,PARIS,0 salarié,4.5,C1501
LES RESIDENCES SOCIETE ANONYME D'HABITAT,75001,Paris,17.5,,VERSAILLES,0 salarié,4.2,C1501
FONCIA AGENCE CENTRALE,75001,Paris,5.1,,MONTROUGE,0 salarié,4.4,C1501
GROSVENOR CONTINENTAL EUROPE,75001,Paris,4.9,,PARIS,0 salarié,4.4,C1501
PROXIGES,75001,Paris,6.7,,PARIS,0 salarié,4.2,C1501
TELMMA,75001,Paris,9.6,,COURBEVOIE,0 salarié,4.4,C1501
ACCESSITE,75001,Paris,5.8,,PARIS,0 salarié,4.5,C1501
CABINET MAURY,75001,Paris,5.7,,SCHWOB ,0 salarié,4.2,C1501
ONYX IMMOBILIER,75001,Paris,5.7,,PARIS,0 salarié,4.2,C1501
FONCIA PARIS RIVE GAUCHE,75001,Paris,5.3,,PARIS,0 salarié,4.4,C1501
IMMO DE FRANCE PARIS ILE DE FRANCE,75001,Paris,7.0,,PARIS,0 salarié,4.5,C1501
CABINET COUSIN,75001,Paris,1.7,,PARIS,6 à 9 salariés,4.2,C1501
ESPACES ATYPIQUES DEVELOPPEMENT,75001,Paris,2.3,,PARIS,0 salarié,4.1,C1501
DOMITYS SUD OUEST,75001,Paris,6.9,,PARIS,0 salarié,4.2,C1501
IAD,75001,Paris,27.7,,LIEUSAINT,0 salarié,4.1,C1501
FONCIA PARIS RIVE GAUCHE,75001,Paris,2.5,,PARIS,0 salarié,4.5,C1501
MY FLAT IN PARIS,75001,Paris,5.9,,PARIS,0 salarié,4.2,C1501
DOMITYS NORD,75001,Paris,26.4,,CORBEIL,0 salarié,4.4,C1501
SAIEM DU FONDS DES GROUX,75001,Paris,6.5,,MALAKOFF,0 salarié,3.7,C1501
DOMITYS NORD,75001,Paris,40.2,,MELUN,0 salarié,3.9,C1501
LEPINAY MALET,75001,Paris,4.6,,PARIS,20 à 49 salariés,4.4,C1501
ACQUERIR,75001,Paris,5.7,,PARIS,3 à 5 salariés,3.8,C1501
CABINET MASSON ET CIE,75001,Paris,1.9,,PARIS,20 à 49 salariés,4.6,C1501
AEC GESTION,75001,Paris,1.9,,PARIS,0 salarié,3.9,C1501
ANTIN RESIDENCES SA HABITAT LOYER MODERE,75001,Paris,5.2,,PARIS,0 salarié,4.4,C1501
CABINET HABRIAL,75001,Paris,5.9,,PARIS,0 salarié,3.8,C1501
ARCO S.A.S.,75001,Paris,1.3,,PARIS,0 salarié,4.2,C1501
AXIMO,75001,Paris,3.7,,PARIS,0 salarié,4.4,C1501
ICF LA SABLIERE SA D'HLM,75001,Paris,6.1,,PANTIN,100 à 199 salariés,3.7,C1501
SGL,75001,Paris,3.8,,PARIS,0 salarié,3.8,C1501
RESIDE ETUDES,75001,Paris,6.1,,PARIS,0 salarié,3.8,C1501
RICHARDIERE,75001,Paris,4.8,,PARIS,0 salarié,3.8,C1501
ARBD,75001,Paris,6.0,,PARIS,0 salarié,3.8,C1501
DOMITYS NORD,75001,Paris,30.8,,CERGY,0 salarié,4.5,C1501
CABINET ETIENNEY MARNE IMMOBILIER,75001,Paris,9.4,,LE,1 ou 2 salariés,3.8,C1501
HABITAT RL PRESTIGE,75001,Paris,5.5,,PARIS,3 à 5 salariés,3.6,C1501
DOMITYS NORD,75001,Paris,18.6,,VERSAILLES,0 salarié,4.2,C1501
GESCOFIM SAFAR FINORGEST,75001,Paris,7.2,,PARIS,0 salarié,3.6,C1501
SARL PRO.GESTION,75001,Paris,30.6,,PONTOISE,0 salarié,3.8,C1501
OFFICE DE L'HABITAT SOCIAL D'ALFORTVILLE,75001,Paris,4.4,,ALFORTVILLE,0 salarié,4.0,C1501
ICF LA SABLIERE SA D'HLM,75001,Paris,1.3,,PARIS,100 à 199 salariés,3.7,C1501
CDC HABITAT SOCIAL SOCIETE ANONYME D'HAB,75001,Paris,0.8,,PARIS,0 salarié,4.5,C1501
IQC ASSET MANAGEMENT,75001,Paris,2.7,,PARIS,20 à 49 salariés,3.9,C1501
IMMOBILIERE 3F,75001,Paris,1.7,,PARIS,0 salarié,4.5,C1501
LADOUX MARIE,75001,Paris,5.1,,PARIS,10 à 19 salariés,3.8,C1501
CONSTRUGESTION,75001,Paris,4.3,,PARIS,0 salarié,3.7,C1501
SA HLM TROIS MOULINS HABITAT,75001,Paris,38.9,,RUBELLES,0 salarié,3.7,C1501
ANDRE GRIFFATON,75001,Paris,4.4,,PARIS,20 à 49 salariés,4.4,C1501
SOCIETE DES CENTRES COMMERCIAUX,75001,Paris,10.8,,LE,0 salarié,4.2,C1501
GUY HOQUET,75001,Paris,11.3,,COURBEVOIE,3 à 5 salariés,3.6,C1501
SOC D ETUDES ET DE REALIS DU PATRI IMM,75001,Paris,5.6,,PARIS,1 ou 2 salariés,3.5,C1501
SAFAR,75001,Paris,7.2,,PARIS,0 salarié,3.5,C1501
FONCIA LACOMBE VAUCELLES,75001,Paris,14.9,,SAINT,20 à 49 salariés,3.8,C1501
CABINET MILLON SAINT,75001,Paris,6.1,,LAMBERT ,1 ou 2 salariés,3.4,C1501
MALESHERBES GESTION SYNDIC,75001,Paris,7.5,,COPROP ,10 à 19 salariés,3.5,C1501
PROVEFA,75001,Paris,20.0,,LE,1 ou 2 salariés,3.8,C1501
OFFICE PUB DE L HABITAT DE VILLEMOMBLE,75001,Paris,10.9,,VILLEMOMBLE,0 salarié,3.4,C1501
ALTICE,75001,Paris,5.7,,VILLEJUIF,20 à 49 salariés,3.8,C1501
RETAIL & CONNEXIONS,75001,Paris,2.6,,PARIS,0 salarié,4.2,C1501
BONDY HABITAT,75001,Paris,10.1,,BONDY,0 salarié,3.4,C1501
PARIS HUIT IMMOBILIER,75001,Paris,6.1,,PARIS,3 à 5 salariés,3.6,C1501
DOMITYS PARIS PLAISANCE 62 64,75001,Paris,4.4,,PARIS,20 à 49 salariés,4.5,C1501
DOMITYS NORD,75001,Paris,19.1,,LE,0 salarié,3.5,C1501
SOLIGNAC LACAZE IMMOBILIER,75001,Paris,6.1,,PARIS,0 salarié,4.4,C1501
ULT MANAGEMENT MEGEVE,75001,Paris,4.1,,PARIS,0 salarié,3.9,C1501
SGIM,75001,Paris,2.7,,PARIS,100 à 199 salariés,4.4,C1501
IMMOBILIERE 3F,75001,Paris,4.4,,ALFORTVILLE,0 salarié,3.4,C1501
OPDH92,75001,Paris,8.8,,LEVALLOIS,0 salarié,4.6,C1501
CABINET MAUDUIT,75001,Paris,4.9,,PARIS,0 salarié,3.5,C1501
PARIS HABITAT,75001,Paris,2.1,,OPH ,0 salarié,4.7,C1501
SUSHI SHOP DEVELOPPEMENT,75001,Paris,3.4,,PARIS,0 salarié,4.5,C1501
MICHAEL ZINGRAF REAL ESTATE,75001,Paris,5.4,,PARIS,0 salarié,3.3,C1501
PRIMAS IMMOBILIER,75001,Paris,3.2,,PARIS,3 à 5 salariés,3.6,C1501
CABINET GESTION ST EUSTACHE,75001,Paris,3.3,,PARIS,6 à 9 salariés,3.8,C1501
GLF LOICK FOUCHET,75001,Paris,2.7,,PARIS,0 salarié,3.8,C1501
PLISSON IMMOBILIER,75001,Paris,7.4,,PARIS,10 à 19 salariés,3.8,C1501
CDC HABITAT,75001,Paris,2.3,,PARIS,0 salarié,3.4,C1501
LA MAISON DES VENDANGEURS,75001,Paris,4.4,,PARIS,0 salarié,3.7,C1501
RUNGIS MARCHE INTERNATIONAL,75001,Paris,9.3,,CHEVILLY,0 salarié,3.9,C1501
FONCIA GIEP,75001,Paris,24.5,,BUSSY,10 à 19 salariés,3.5,C1501
LODGIS,75001,Paris,3.8,,PARIS,20 à 49 salariés,3.6,C1501
LOGIREP,75001,Paris,11.2,,SURESNES,0 salarié,3.1,C1501
VIANOVA,75001,Paris,5.3,,PARIS,0 salarié,4.4,C1501
ANATOLE,75001,Paris,2.2,,PARIS,0 salarié,3.3,C1501
CABINET MICHAU,75001,Paris,3.9,,PARIS,20 à 49 salariés,4.5,C1501
OFFICE PUBLIC HABITAT BAGNOLET,75001,Paris,4.4,,BAGNOLET,100 à 199 salariés,3.1,C1501
LES PARENTELES DE LA RUE BLANCHE,75001,Paris,5.1,,PARIS,20 à 49 salariés,4.2,C1501
AVIS IMMOBILIER MERU,75001,Paris,46.9,,MERU,3 à 5 salariés,3.3,C1501
SOCORPI,75001,Paris,3.1,,PARIS,0 salarié,3.5,C1502
EURIGEST,75001,Paris,4.1,,PARIS,6 à 9 salariés,4.4,C1502
SAIEM DU FONDS DES GROUX,75001,Paris,6.5,,MALAKOFF,0 salarié,4.4,C1502
GECINA,75001,Paris,4.3,,PARIS,0 salarié,4.6,C1502
SINOUHE IMMOBILIER,75001,Paris,6.1,,PARIS,50 à 99 salariés,4.4,C1502
GESTION ET TRANSACTIONS DE FRANCE,75001,Paris,5.2,,PARIS,0 salarié,4.6,C1502
AGIA,75001,Paris,6.7,,PARIS,0 salarié,4.4,C1502
NEXITY LAMY,75001,Paris,10.9,,BOIS,20 à 49 salariés,4.4,C1502
IRIMMO,75001,Paris,10.5,,IRIS IMMOBILIER,0 salarié,4.4,C1502
WERELDHAVE MANAGEMENT FRANCE,75001,Paris,6.0,,PARIS,20 à 49 salariés,4.6,C1502
ICF LA SABLIERE SA D'HLM,75001,Paris,6.1,,PANTIN,100 à 199 salariés,4.4,C1502
CABINET MILLON SAINT,75001,Paris,6.1,,LAMBERT ,1 ou 2 salariés,4.4,C1502
LES RESIDENCES SOCIETE ANONYME D'HABITAT,75001,Paris,17.5,,VERSAILLES,0 salarié,4.6,C1502
OFFICE PUB DE L HABITAT DE VILLEMOMBLE,75001,Paris,10.9,,VILLEMOMBLE,0 salarié,4.4,C1502
STE RESIDENCES LE LOGEMENT DES FONCTIONN,75001,Paris,6.4,,PARIS,0 salarié,4.6,C1502
CABINET MINARD,75001,Paris,6.5,,PARIS,10 à 19 salariés,4.5,C1502
ACQUERIR,75001,Paris,5.7,,PARIS,3 à 5 salariés,4.4,C1502
GTF,75001,Paris,4.6,,PARIS,0 salarié,4.5,C1502
BONDY HABITAT,75001,Paris,10.1,,BONDY,0 salarié,4.4,C1502
PROXIGES,75001,Paris,6.7,,PARIS,0 salarié,4.4,C1502
FINANCIERE APSYS,75001,Paris,6.9,,PARIS,0 salarié,4.6,C1502
HABITAT RL PRESTIGE,75001,Paris,5.5,,PARIS,3 à 5 salariés,4.2,C1502
ESPACES ATYPIQUES DEVELOPPEMENT,75001,Paris,2.3,,PARIS,0 salarié,4.5,C1502
GESCOFIM SAFAR FINORGEST,75001,Paris,7.2,,PARIS,0 salarié,4.2,C1502
ICF LA SABLIERE SA D'HLM,75001,Paris,1.3,,PARIS,100 à 199 salariés,4.4,C1502
IAD,75001,Paris,27.7,,LIEUSAINT,0 salarié,4.5,C1502
CABINET MAURY,75001,Paris,5.7,,SCHWOB ,0 salarié,4.4,C1502
ONYX IMMOBILIER,75001,Paris,5.7,,PARIS,0 salarié,4.4,C1502
SCI 130 PETITLEROY,75001,Paris,7.8,,PARIS,0 salarié,4.0,C1502
IMMOBILIERE 3F,75001,Paris,4.4,,ALFORTVILLE,0 salarié,4.4,C1502
CABINET COUSIN,75001,Paris,1.7,,PARIS,6 à 9 salariés,4.4,C1502
LOGIREP,75001,Paris,11.2,,SURESNES,0 salarié,4.1,C1502
OFFICE PUBLIC HABITAT BAGNOLET,75001,Paris,4.4,,BAGNOLET,100 à 199 salariés,4.1,C1502
CONSTRUGESTION,75001,Paris,4.3,,PARIS,0 salarié,4.4,C1502
SA HLM TROIS MOULINS HABITAT,75001,Paris,38.9,,RUBELLES,0 salarié,4.4,C1502
ARBD,75001,Paris,6.0,,PARIS,0 salarié,4.4,C1502
FONCIA AGENCE CENTRALE,75001,Paris,5.1,,MONTROUGE,0 salarié,4.5,C1502
DOMITYS SUD OUEST,75001,Paris,6.9,,PARIS,0 salarié,4.4,C1502
GROSVENOR CONTINENTAL EUROPE,75001,Paris,4.9,,PARIS,0 salarié,4.5,C1502
DOMITYS NORD,75001,Paris,40.2,,MELUN,0 salarié,4.2,C1502
GUY HOQUET,75001,Paris,11.3,,COURBEVOIE,3 à 5 salariés,4.2,C1502
ESPACE HABITAT CONSTRUCTION,75001,Paris,2.1,,PARIS,0 salarié,3.9,C1502
ACCESSITE,75001,Paris,5.8,,PARIS,0 salarié,4.5,C1502
AEC GESTION,75001,Paris,1.9,,PARIS,0 salarié,4.2,C1502
TELMMA,75001,Paris,9.6,,COURBEVOIE,0 salarié,4.5,C1502
MY FLAT IN PARIS,75001,Paris,5.9,,PARIS,0 salarié,4.4,C1502
IMMO DE FRANCE PARIS ILE DE FRANCE,75001,Paris,7.0,,PARIS,0 salarié,4.5,C1502
FONCIA PARIS RIVE GAUCHE,75001,Paris,5.3,,PARIS,0 salarié,4.5,C1502
REGIE IMMOBILIERE DE LA VILLE DE PARIS,75001,Paris,3.3,,PARIS,0 salarié,4.5,C1502
CDC HABITAT,75001,Paris,2.3,,PARIS,0 salarié,4.4,C1502
OFFICE DE L'HABITAT SOCIAL D'ALFORTVILLE,75001,Paris,4.4,,ALFORTVILLE,0 salarié,4.5,C1502
PARIS HUIT IMMOBILIER,75001,Paris,6.1,,PARIS,3 à 5 salariés,4.2,C1502
FONCIA PARIS RIVE GAUCHE,75001,Paris,2.5,,PARIS,0 salarié,4.5,C1502
PROVEFA,75001,Paris,20.0,,LE,1 ou 2 salariés,4.4,C1502
MICHAEL ZINGRAF REAL ESTATE,75001,Paris,5.4,,PARIS,0 salarié,3.9,C1502
CABINET HABRIAL,75001,Paris,5.9,,PARIS,0 salarié,4.0,C1502
WESTERN UNION INTERNATIONAL BANK GMBH,75001,Paris,10.5,,COURBEVOIE,50 à 99 salariés,4.3,C1502
HOMELOOP,75001,Paris,5.4,,PARIS,0 salarié,3.7,C1502
DOMITYS NORD,75001,Paris,26.4,,CORBEIL,0 salarié,4.5,C1502
ARCO S.A.S.,75001,Paris,1.3,,PARIS,0 salarié,4.4,C1502
SGL,75001,Paris,3.8,,PARIS,0 salarié,4.0,C1502
RESIDE ETUDES,75001,Paris,6.1,,PARIS,0 salarié,4.0,C1502
CAP AGENCE,75001,Paris,5.7,,PARIS,0 salarié,3.7,C1502
RICHARDIERE,75001,Paris,4.8,,PARIS,0 salarié,4.0,C1502
VIF EXPERTISE,75001,Paris,4.8,,MONTROUGE,0 salarié,3.7,C1502
ANTIN RESIDENCES SA HABITAT LOYER MODERE,75001,Paris,5.2,,PARIS,0 salarié,4.6,C1502
IQC ASSET MANAGEMENT,75001,Paris,2.7,,PARIS,20 à 49 salariés,4.2,C1502
CABINET ETIENNEY MARNE IMMOBILIER,75001,Paris,9.4,,LE,1 ou 2 salariés,4.0,C1502
LEPINAY MALET,75001,Paris,4.6,,PARIS,20 à 49 salariés,4.5,C1502
SA HLM PIERRES ET LUMIERES,75001,Paris,10.7,,ANTONY,0 salarié,3.7,C1502
CABINET MASSON ET CIE,75001,Paris,1.9,,PARIS,20 à 49 salariés,4.6,C1502
PRIMAS IMMOBILIER,75001,Paris,3.2,,PARIS,3 à 5 salariés,4.2,C1502
AXIMO,75001,Paris,3.7,,PARIS,0 salarié,4.6,C1502
SARL PRO.GESTION,75001,Paris,30.6,,PONTOISE,0 salarié,4.0,C1502
AD GESTION 14,75001,Paris,4.1,,PARIS,10 à 19 salariés,3.7,C1502
SOC D ETUDES ET DE REALIS DU PATRI IMM,75001,Paris,5.6,,PARIS,1 ou 2 salariés,3.8,C1502
DOMITYS NORD,75001,Paris,18.6,,VERSAILLES,0 salarié,4.4,C1502
SAFAR,75001,Paris,7.2,,PARIS,0 salarié,3.8,C1502
LA MAISON DES VENDANGEURS,75001,Paris,4.4,,PARIS,0 salarié,4.4,C1502
MALESHERBES GESTION SYNDIC,75001,Paris,7.5,,COPROP ,10 à 19 salariés,3.8,C1502
ANATOLE,75001,Paris,2.2,,PARIS,0 salarié,3.9,C1502
LADOUX MARIE,75001,Paris,5.1,,PARIS,10 à 19 salariés,4.0,C1502
AVIS IMMOBILIER MERU,75001,Paris,46.9,,MERU,3 à 5 salariés,3.9,C1502
LAFORET FRANCHISE,75001,Paris,4.4,,PARIS,0 salarié,3.9,C1502
LODGIS,75001,Paris,3.8,,PARIS,20 à 49 salariés,4.2,C1502
NINA,75001,Paris,6.3,,IMMOBILIER ,0 salarié,3.7,C1502
DOMITYS NORD,75001,Paris,30.8,,CERGY,0 salarié,4.5,C1502
FONCIA LACOMBE VAUCELLES,75001,Paris,14.9,,SAINT,20 à 49 salariés,4.0,C1502
SOCIETE DES CENTRES COMMERCIAUX,75001,Paris,10.8,,LE,0 salarié,4.4,C1502
PIT IMMO,75001,Paris,3.1,,PARIS,3 à 5 salariés,3.7,C1502
DOMITYS NORD,75001,Paris,19.1,,LE,0 salarié,3.8,C1502
ALTICE,75001,Paris,5.7,,VILLEJUIF,20 à 49 salariés,4.0,C1502
ASA GESTION IMMOBILIERE,75001,Paris,10.8,,COURBEVOIE,0 salarié,3.5,C1502
ULT MANAGEMENT MEGEVE,75001,Paris,4.1,,PARIS,0 salarié,4.2,C1502
AREAS IMMOBILIER,75001,Paris,5.4,,PARIS,0 salarié,3.5,C1502
KYLIA IMMOBILIER,75001,Paris,3.8,,PARIS,0 salarié,3.9,C1502
CDC HABITAT SOCIAL SOCIETE ANONYME D'HAB,75001,Paris,0.8,,PARIS,0 salarié,4.7,C1502
CENTURY 21 CHORUS BASTILLE 62 64,75001,Paris,1.1,,PARIS,3 à 5 salariés,4.2,C1502
IMMOBILIERE 3F,75001,Paris,1.7,,PARIS,0 salarié,4.7,C1502
ALTO DIAGNOSTIC IMMO,75001,Paris,3.0,,PARIS,0 salarié,3.9,C1502
SOCORPI,75001,Paris,3.1,,PARIS,0 salarié,2.5,C1503
KAUFMAN ET BROAD,75001,Paris,8.9,,NEUILLY,0 salarié,4.4,C1503
VINCI IMMOBILIER PROMOTION,75001,Paris,10.0,,BOULOGNE,0 salarié,4.4,C1503
EUROPEAN HOMES,75001,Paris,4.1,,PARIS,20 à 49 salariés,4.4,C1503
SEGER,75001,Paris,6.7,,PARIS,3 à 5 salariés,4.5,C1503
PARIS LA DEFENSE,75001,Paris,10.9,,COURBEVOIE,0 salarié,4.3,C1503
ICADE PROMOTION,75001,Paris,8.3,,ISSY,0 salarié,4.1,C1503
GECINA,75001,Paris,4.3,,PARIS,0 salarié,4.4,C1503
ELGEA,75001,Paris,27.7,,LIEUSAINT,0 salarié,4.4,C1503
SAERP,75001,Paris,6.1,,PANTIN,0 salarié,4.3,C1503
GROUPE ALSEI,75001,Paris,7.5,,PARIS,0 salarié,4.0,C1503
STE RESIDENCES LE LOGEMENT DES FONCTIONN,75001,Paris,6.4,,PARIS,0 salarié,4.4,C1503
PITCH PROMOTION SNC,75001,Paris,5.3,,PARIS,100 à 199 salariés,3.9,C1503
RECIPRO,75001,Paris,0.5,,CITE ,0 salarié,4.4,C1503
LES RESIDENCES SOCIETE ANONYME D'HABITAT,75001,Paris,17.5,,VERSAILLES,0 salarié,4.0,C1503
MDH PROMOTION,75001,Paris,0.5,,PARIS,0 salarié,3.9,C1503
PIERIM,75001,Paris,4.2,,PARIS,0 salarié,3.9,C1503
BNPPI RESIDENTIEL,75001,Paris,8.8,,ISSY,0 salarié,3.9,C1503
SEERI,75001,Paris,4.8,,PARIS,0 salarié,3.7,C1503
LE PAVILLON FRANCAIS,75001,Paris,22.7,,MAISONS SESAME ,0 salarié,3.7,C1503
PROJIM,75001,Paris,1.3,,PARIS,0 salarié,3.5,C1503
ANTIN RESIDENCES SA HABITAT LOYER MODERE,75001,Paris,5.2,,PARIS,0 salarié,4.4,C1503
PIERRE & VACANCES SERVICES,75001,Paris,5.7,,PARIS,0 salarié,4.4,C1503
AXIMO,75001,Paris,3.7,,PARIS,0 salarié,4.4,C1503
NEXITY PATRIMOINE,75001,Paris,4.8,,PARIS,0 salarié,4.5,C1503
SAIEM DU FONDS DES GROUX,75001,Paris,6.5,,MALAKOFF,0 salarié,3.5,C1503
SARL FANON,75001,Paris,5.0,,LES,0 salarié,3.6,C1503
SOC MODERNE DE PROMOTION,75001,Paris,37.3,,SAINT,10 à 19 salariés,3.7,C1503
CDC HABITAT SOCIAL SOCIETE ANONYME D'HAB,75001,Paris,0.8,,PARIS,0 salarié,4.5,C1503
IMMOBILIERE 3F,75001,Paris,1.7,,PARIS,0 salarié,4.5,C1503
EUROPEAN HOMES CENTRE,75001,Paris,4.1,,PARIS,0 salarié,4.4,C1503
ICF LA SABLIERE SA D'HLM,75001,Paris,6.1,,PANTIN,100 à 199 salariés,3.5,C1503
BOUYGUES IMMOBILIER,75001,Paris,11.7,,CHATENAY,0 salarié,3.7,C1503
INTERNATIONAL CONSTRUCTIONS SARL,75001,Paris,4.1,,PARIS,0 salarié,4.1,C1503
OFFICE DE L'HABITAT SOCIAL D'ALFORTVILLE,75001,Paris,4.4,,ALFORTVILLE,0 salarié,3.8,C1503
MEDIC GLOBAL,75001,Paris,4.9,,PARIS,0 salarié,3.3,C1503
ICF LA SABLIERE SA D'HLM,75001,Paris,1.3,,PARIS,100 à 199 salariés,3.5,C1503
CONSTRUGESTION,75001,Paris,4.3,,PARIS,0 salarié,3.5,C1503
SA HLM TROIS MOULINS HABITAT,75001,Paris,38.9,,RUBELLES,0 salarié,3.5,C1503
COFFIM CIE FONCIERE FINANC INVEST IMMOB,75001,Paris,6.9,,PARIS,0 salarié,4.4,C1503
ESPACES ATYPIQUES DEVELOPPEMENT,75001,Paris,2.3,,PARIS,0 salarié,3.4,C1503
HEXAOM,75001,Paris,35.9,,COIGNIERES,0 salarié,4.5,C1503
OPDH92,75001,Paris,8.8,,LEVALLOIS,0 salarié,4.6,C1503
SGIM,75001,Paris,2.7,,PARIS,100 à 199 salariés,4.4,C1503
IAD,75001,Paris,27.7,,LIEUSAINT,0 salarié,3.4,C1503
PARIS HABITAT,75001,Paris,2.1,,OPH ,0 salarié,4.6,C1503
PANHARD DEVELOPPEMENT,75001,Paris,5.2,,PARIS,3 à 5 salariés,3.8,C1503
QUARTUS RESIDENTIEL,75001,Paris,5.8,,PARIS,0 salarié,3.3,C1503
PROVINI ARSAN,75001,Paris,3.2,,SAINT,0 salarié,4.1,C1503
CONSTRUCTIONS CHRISTIAN GARNIER,75001,Paris,4.8,,PARIS,3 à 5 salariés,3.7,C1503
CABINET MILLON SAINT,75001,Paris,6.1,,LAMBERT ,1 ou 2 salariés,3.1,C1503
OFFICE PUB DE L HABITAT DE VILLEMOMBLE,75001,Paris,10.9,,VILLEMOMBLE,0 salarié,3.1,C1503
SOFAPROM,75001,Paris,5.4,,PARIS,0 salarié,4.4,C1503
CAPELLI,75001,Paris,4.5,,PARIS,0 salarié,4.4,C1503
OPH SEINE OUEST HABITAT,75001,Paris,8.2,,ISSY,100 à 199 salariés,4.5,C1503
AXONE PROMOTION,75001,Paris,30.4,,SERRIS,0 salarié,4.3,C1503
BONDY HABITAT,75001,Paris,10.1,,BONDY,0 salarié,3.1,C1503
GROUPE EMERGENCE,75001,Paris,5.8,,PARIS,0 salarié,3.0,C1503
ADIM IDF,75001,Paris,14.6,,NANTERRE,0 salarié,3.7,C1503
CMA,75001,Paris,29.1,,CORBEIL,0 salarié,3.0,C1503
AEGIDE,75001,Paris,6.9,,PARIS,0 salarié,3.7,C1503
LA MAISON DES VENDANGEURS,75001,Paris,4.4,,PARIS,0 salarié,3.5,C1503
OXIUM GROUP,75001,Paris,12.3,,LE,0 salarié,3.9,C1503
ADMINISTRATION DEVELOPPEMENT IMMOBILIE,75001,Paris,28.5,,LES,0 salarié,3.5,C1503
APILOGIS,75001,Paris,17.5,,VERSAILLES,3 à 5 salariés,3.0,C1503
IMMOBILIERE 3F,75001,Paris,4.4,,ALFORTVILLE,0 salarié,3.1,C1503
LES PARENTELES DE LA RUE BLANCHE,75001,Paris,5.1,,PARIS,20 à 49 salariés,4.0,C1503
AXE,75001,Paris,10.6,,BOULOGNE,100 à 199 salariés,4.4,C1503
PATRIMOINE ET VALORISATION,75001,Paris,4.8,,PARIS,0 salarié,3.0,C1503
SOCIETE NATIONALE D'ESPACES FERROVIAIRES,75001,Paris,8.7,,SAINT,0 salarié,3.7,C1503
ISELECTION,75001,Paris,7.5,,PARIS,20 à 49 salariés,4.5,C1503
CDC HABITAT,75001,Paris,2.3,,PARIS,0 salarié,3.1,C1503
ACQUERIR,75001,Paris,5.7,,PARIS,3 à 5 salariés,3.0,C1503
OPUS ONE,75001,Paris,4.8,,PARIS,0 salarié,3.0,C1503
RESID&CO,75001,Paris,4.6,,PARIS,0 salarié,4.4,C1503
OPAC VAL D OISE HABITAT,75001,Paris,29.6,,PONTOISE,0 salarié,4.4,C1503
IMMO MOUSQUETAIRES,75001,Paris,27.1,,BONDOUFLE,200 à 249 salariés,4.3,C1503
LOGIREP,75001,Paris,11.2,,SURESNES,0 salarié,2.8,C1503
ARBD,75001,Paris,6.0,,PARIS,0 salarié,3.0,C1503
OFFICE PUBLIC HABITAT BAGNOLET,75001,Paris,4.4,,BAGNOLET,100 à 199 salariés,2.8,C1503
CREDIT AGRICOLE IMMOBILIER PROMOTION,75001,Paris,5.8,,MONTROUGE,50 à 99 salariés,3.0,C1503
CONSTRUCTION VERRECCHIA,75001,Paris,8.4,,ROSNY,20 à 49 salariés,4.1,C1503
OEUVRE,75001,Paris,4.7,,LE,0 salarié,3.1,C1503
ALDI IMMOBILIER,75001,Paris,17.3,,VILLEPINTE,0 salarié,3.6,C1503
SAS OGIC ILE DE FRANCE OUEST SUD,75001,Paris,9.3,,BOULOGNE,0 salarié,3.0,C1503
PROVEFA,75001,Paris,20.0,,LE,1 ou 2 salariés,3.0,C1503
BOUYGUES IMMOBILIER,75001,Paris,8.0,,ISSY,0 salarié,4.4,C1503
ESPACE HABITAT CONSTRUCTION,75001,Paris,2.1,,PARIS,0 salarié,2.7,C1503
VILLES ET PROJETS,75001,Paris,4.8,,PARIS,0 salarié,3.0,C1503
STE D'ECONOMIE MIXTE DE CONSTRUCTION E,75001,Paris,5.7,,PANTIN,10 à 19 salariés,2.7,C1503
VALOPHIS HABITAT OFFICE PUBLIC DE L'HABI,75001,Paris,8.3,,CRETEIL,0 salarié,3.5,C1503
MARIGNAN,75001,Paris,8.0,,LEVALLOIS,0 salarié,3.0,C1503
BATIGERE,75001,Paris,6.8,,PARIS,0 salarié,4.0,C1503
IMMOBILIERE SAINT,75001,Paris,3.2,,GEORGES ,0 salarié,3.0,C1503
CABINET JACQUES ET PATRICK COURTOIS,75001,Paris,1.7,,PARIS,0 salarié,3.3,C1503
