company_name,distance,jobs,location,num_employees,rating,rome_code
INSTITUT POLYTECHNIQUE DE BORDEAUX,76.4,Manager en ressources humaines,TALENCE,0,3.5,L1102
,,,,,,
ALTRAN TECHNOLOGIES,98.3,Responsable conditionnement,BLAGNAC,1000,4.6,L1304
,,,,,,
CUMAMOVI,46.8,Conducteur de ligne,PAU,0,2.5,H1506
PARFUMS BERDOUES,94.9,Conducteur de palettiseur centralisé,CUGNAUX,20,3.6,H2502
ALTRAN TECHNOLOGIES,98.3,Manager en ressources humaines,BLAGNAC,1000,3.7,L1304
,,,,,,
SOCIETE DES PRODUCTIONS MITJAVILA,53.6,Conducteur de palettiseur centralisé,SOULOM,20,4.5,H3301
UPSA SAS,94.6,Conducteur de palettiseur centralisé,AGEN,250,4.4,M1503
UNITHER LIQUID MANUFACTURING,93,Conducteur de palettiseur centralisé,COLOMIERS,0,4.1,H1506
PROSERVIA,98.1,Responsable conditionnement,BLAGNAC,100,3.4,H3301
BALL BEVERAGE PACKAGING FRANCE SAS,81.7,Conducteur de palettiseur centralisé,MONT,200,4.4,H3301
SAS LABORATOIRE ALTHO,68.6,Conducteur de palettiseur centralisé,MONFORT,10,2.7,H3301
SOPRA GROUP,92.1,Responsable conditionnement,COLOMIERS,500,4.3,H2502
GLS FRANCE,97.3,Magasinier pièces détachées,TOULOUSE,0,4.5,H3301
L & L,95.4,Conducteur de palettiseur centralisé,BOE,20,3.6,H3301
CGI FRANCE,96.8,Responsable conditionnement,TOULOUSE,500,3.7,H2502
,,,,,,
BIJOU,98.6,Magasinier pièces détachées,TOULOUSE,0,4.6,H3301
TOYAL EUROPE,83.1,Conducteur de palettiseur centralisé,ACCOUS,50,2.7,H2502
DARTY,52.2,Magasinier pièces détachées,LONS,0,4.4,H3301
,,,,,,
PARERA,75.4,Responsable conditionnement,ISLE,100,3,H3301
LE&C GS,97.2,Manager en ressources humaines,TOULOUSE,1000,3.5,N1103
COLIEGE METALCO EMBALLAGES,97.5,Conducteur de palettiseur centralisé,TOULOUSE,100,3.4,N1103
EMAC,90.5,Conducteur de palettiseur centralisé,VIODOS,0,2.7,H2502
INTER RELAIS,100,Conducteur de palettiseur centralisé,BLAGNAC,20,2.7,M1503
SOPRA GROUP,92.1,Manager en ressources humaines,COLOMIERS,500,3.7,H3301
,,,,,,
INSTITUT SAINT SIMON,96.8,Manager en ressources humaines,TOULOUSE,200,3.1,H3301
DERICHEBOURG ATIS AERONAUTIQUE,98,Responsable conditionnement,BLAGNAC,0,4.6,M1503
,,,,,,
INNOVI,87.8,Conducteur de palettiseur centralisé,LAYRAC,0,2.8,M1503
MERIAL,98.2,Conducteur de palettiseur centralisé,TOULOUSE,250,2.8,H2502
LABORATOIRE ODOST,49,Conducteur de palettiseur centralisé,CASTERA,10,2.5,N1103
LABORATOIRES MAURICE MESSEGUE,63.5,Conducteur de palettiseur centralisé,FLEURANCE,0,2.5,H3301
UNIVERSITE DE PAU ET DU PAYS DE L ADOU,46.9,Manager en ressources humaines,PAU,1000,3.8,H3301
AQUITAINE PHARM INTERNATIONAL,41.6,Conducteur de palettiseur centralisé,IDRON,100,2.8,H3301
LABOGERS,60.3,Conducteur de palettiseur centralisé,BERAUT,10,2.5,H3301
EAUX MINERALES DE LUCHON,76.8,Conducteur de palettiseur centralisé,BAGNERES,0,3.1,M1503
U.T.S.,90.3,Opérateur cariste,PLAISANCE,0,4.6,H3301
S.A.U.G.E,43.9,Technicien/ne de maintenance,MONTARDON,0,2.8,H1502
SEMO,62.5,Conducteur de palettiseur centralisé,OGEU,50,2.5,H3301
JADE RECHERCHE,10.8,Conducteur de palettiseur centralisé,SAINT,3,2.7,H3301
,,,,,,
CAPGEMINI TECHNOLOGY SERVICES,97.4,Responsable conditionnement,TOULOUSE,1000,4.5,I1304
AUSY,96.2,Responsable conditionnement,TOULOUSE,500,3,H3301
DISTILLERIE DES GRANDS CRUS,60.4,Conducteur de palettiseur centralisé,CONDOM,6,2.5,H3301
UPSA SAS,92.8,Conducteur de palettiseur centralisé,LE,500,4.4,M1503
CAPGEMINI TECHNOLOGY SERVICES,97.4,Manager en ressources humaines,TOULOUSE,1000,4.3,H2502
TOYAL EUROPE,64.9,Conducteur de palettiseur centralisé,MOURENX,3,2.5,H2502
VERGERS DE GASCOGNE,62.7,Opérateur cariste,FLEURANCE,0,3.6,H1502
GEIQ 32,42.2,Conducteur de palettiseur centralisé,AUCH,0,2.5,H3301
LES JARDINS DE L'OLYMPE,99.9,Responsable restaurant,TOULOUSE,0,2.7,H3301
ALTRAN TECHNOLOGIES,98.3,Coordinateur technique,BLAGNAC,1000,3.1,M1503
CAPGEMINI TECHNOLOGY SERVICES,97.4,Coordinateur technique,TOULOUSE,1000,3.5,H3301
SOPRA GROUP,92.1,Coordinateur technique,COLOMIERS,500,2.8,N1101
ADF TECHNOLOGIES,95.1,Process engineer,COLOMIERS,0,2.5,H3301
,,,,,,
CHAUSSON MATERIAUX,44.7,Opérateur cariste,AUCH,0,3.5,H1101
DERICHEBOURG ATIS AERONAUTIQUE,98,Coordinateur technique,BLAGNAC,0,3.1,H1101
INSTEP,97.3,Plan director,TOULOUSE,0,3.8,H1101
SQUAD TOULOUSE,95.5,Plan director,COLOMIERS,0,2.8,H1502
CGI FRANCE,96.8,Coordinateur technique,TOULOUSE,500,2.5,H1402
,,,,,,
YMCA SERVICES,98.3,Responsable conditionnement,BEAUZELLE,50,3,N1101
A.S.H,95.7,Technicien/ne de maintenance,PORTET,6,2.7,H1101
,,,,,,
PROSERVIA,98.1,Coordinateur technique,BLAGNAC,100,2.5,M1402
VECTURA LOGISTIQUE,99.3,Magasinier pièces détachées,TOULOUSE,20,4.2,H1101
,,,,,,
ASSYSTEM FRANCE,96.4,Coordinateur technique,TOULOUSE,1000,2.5,H2502
ASSYSTEM FRANCE,96.4,Responsable conditionnement,TOULOUSE,1000,4.2,I1304
MAIRIE,100,Plan director,BLAGNAC,0,2.7,M1503
MR BRICOLAGE,43.4,Magasinier pièces détachées,AUCH,0,4.1,H1101
LAFARGEHOLCIM CIMENTS,68,Technicien/ne de maintenance,MARTRES,50,2.7,N1103
,,,,,,
RANDSTAD,91.4,Magasinier pièces détachées,MURET,0,4.4,H1101
SOCIETE SERVICES BOIS,89.6,Opérateur cariste,DUNES,50,3.1,H2502
SOPRA STERIA I2S EOLIS 2,95.5,Responsable conditionnement,COLOMIERS,250,2.7,H1403
SOCIETE CORBERES,35,Technicien/ne de maintenance,SAINT,1,2.7,H1403
SISCA,21.6,Magasinier pièces détachées,SEMEAC,200,4.6,M1402
VILLAGES ACCUEILLANTS,19.9,TECHNICIEN SERVICES GENERAUX,TARBES,50,3.8,N1103
LEVERT,98.6,Manager en ressources humaines,SEILH,20,3.6,I1304
CONCEPT FROID MAG,95.5,Technicien/ne de maintenance,VILLENEUVE,0,2.5,M1503
EOLE CONSULTING,98.3,Plan director,BLAGNAC,100,2.8,N1103
AQUALYS PISCINES ET SPAS,85.5,Magasinier pièces détachées,FONSORBES,6,4.1,H1403
CAPGEMINI TECHNOLOGY SERVICES,97.3,Responsable conditionnement,TOULOUSE,0,3.4,H1403
TRIGO QUALITAIRE,98.3,Responsable conditionnement,BLAGNAC,100,2.7,H1403
CGI FRANCE,96.8,Manager en ressources humaines,TOULOUSE,500,3,H1403
INSITU BUSINESS CLUB,98.3,Plan director,BLAGNAC,6,2.7,N1101
AROBASE TRAVAIL TEMPORAIRE,63.7,Manager en ressources humaines,ARTIX,20,2.8,H2502
LE GARDIEN ELECTRIQUE,79.7,Technicien/ne de maintenance,ORTHEZ,0,3.8,H1403
RTE RESEAU DE TRANSPORT D ELECTRICITE,50.4,Technicien/ne de maintenance,BILLERE,50,3,H1403
AVIACOMP,96,Technicien Qualite Support des Operations,TOULOUSE,20,2.8,I1304
MAIRIE,100,Manager en ressources humaines,BLAGNAC,0,2.7,H1502
PROSERVIA,98.1,Manager en ressources humaines,BLAGNAC,100,2.7,N1103
MICHEL LEVAGE,92.8,Magasinier pièces détachées,ROQUES,10,4.4,I1203
SATYS,97.4,Magasinier pièces détachées,BLAGNAC,250,4.5,M1503
,,,,,,
AXE TRAVAIL TEMPORAIRE,42,Infirmière,AUCH,1,2.5,H1403
CAPIO CLINIQUE DES CEDRES,96.7,Infirmière,CORNEBARRIEU,500,4.6,H1403
ONET TECHNOLOGIES TI GOLFECH,95.3,Responsable conditionnement,GOLFECH,50,3.4,M1402
CENTRE HOSPITALIER DE MURET,89.5,Infirmière,MURET,20,4.6,N1103
CENTRE HOSPITALIER DU GERS,41.8,Infirmière,AUCH,250,4.4,H1403
,,,,,,
CENTRE HOSPITALIER LOCAL DE MAULEON,90.6,Infirmière,MAULEON,0,4.4,H2502
ASTEK,95.5,Responsable conditionnement,COLOMIERS,250,2.5,H1403
EHPAD LES MAGNOLIAS,51.8,Infirmière,LE,0,4.4,M1503
HOPITAL LOCAL DE VIC FEZENSAC,40.9,Infirmière,VIC,100,4.5,M1402
ETABLISSEMENT BIASON,48.2,Magasinier pièces détachées,SERRES,50,4.6,M1503
MANPOWER FRANCE,21.2,Manager en ressources humaines,TARBES,3,3.3,I1304
LABORATOIRE DES CEDRES,96.7,Infirmière,CORNEBARRIEU,20,4.4,I1304
TIERS,95.4,Infirmière,TEMPS RESIDENCE SAINT JEAN,0,4.4,H1506
KORIAN MONTPRIBAT,91.5,Infirmière,MONTFORT,100,4.4,M1503
MUTUALITE FRANCAISE DE LOT ET GARONNE,95.3,Infirmière,AGEN,0,4.4,M1503
UDAF,79,TECHNICIEN SERVICES GENERAUX,MONT,100,2.8,N1103
PLCB,46.4,Plan director,PAU,0,2.7,N1103
CAPGEMINI TECHNOLOGY SERVICES,98.1,Responsable conditionnement,BLAGNAC,0,2.7,H2502
CMP ADULTES DE GIMONT,60.1,Infirmière,GIMONT,100,4.4,J1506
COLISEE PATRIMOINE GROUP,96.6,Infirmière,TOULOUSE,0,4.5,J1506
MANPOWER FRANCE,93.5,Manager en ressources humaines,BOE,3,2.7,H2502
FERCHAU FRANCE LABS,97.5,Responsable conditionnement,TOULOUSE,0,2.5,J1506
EOLE CONSULTING,98.3,Responsable conditionnement,BLAGNAC,100,2.5,J1506
,,,,,,
SECURITAS FRANCE SARL,95.5,Magasinier pièces détachées,COLOMIERS,200,4.4,J1506
EHPAD DU LOUTS,95,Infirmière,GAMARDE,0,4.5,H2502
RESIDENCE SAINT,96.3,Infirmière,SIMON,50,4.5,J1506
KGS,90.2,Magasinier pièces détachées,TRANS,0,3.9,J1506
MAISON DE RETRAITE,49.5,Infirmière,ARGELES,100,4.1,N1103
CS SYSTEMES D'INFORMATION,96.2,Plan director,TOULOUSE,200,3.7,M1503
CVA ENGINEERING,42.3,Responsable conditionnement,PAU,20,2.5,J1506
SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE,97,Plan director,TOULOUSE,0,2.7,H1502
,,,,,,
SII SOC POUR L INFORMATIQUE INDUSTRIEL,97.2,Responsable conditionnement,TOULOUSE,500,2.7,J1506
CTS IT,95.7,Responsable conditionnement,COLOMIERS,0,2.5,J1506
ENVIE TOULOUSE,98.1,Magasinier pièces détachées,TOULOUSE,0,4.5,I1203
,,,,,,
RESIDENCE LE PRAT,90.3,Infirmière,PLAISANCE,50,4.1,H2502
MAISON D'ENFANTS A CARACTERE SANITAIRE,87.6,Infirmière,LEGUEVIN,50,4.4,J1506
,,,,,,
CENTRE HOSPITALIER GENERAL D'OLORON,70,Infirmière,OLORON,250,4.4,M1503
,,,,,,
LES JARDINS D AQUITAINE,93.5,Magasinier pièces détachées,BOE,100,4.6,H2502
MCGR,99.6,Responsable conditionnement,TOULOUSE,0,3.4,J1506
YMCA SERVICES,95.5,Responsable conditionnement,CORNEBARRIEU,0,2.5,H1502
CENTRE COMMERCIAL DE GROS,98.6,Magasinier pièces détachées,TOULOUSE,10,4,N1103
MAIRIE TARBES/CAISSE DES ECOLES,19.7,Manager en ressources humaines,CDE,50,2.5,J1506
HOPITAL LOCAL DE MIRANDE,20.6,Infirmière,MIRANDE,100,4,J1506
,,,,,,
DOCUMENTATION TECHNIQUE,97.8,Responsable conditionnement,BLAGNAC,100,2.5,J1506
B & T ASSOCIES,98,Plan director,BLAGNAC,0,3.6,H1502
CBM,91.2,Infirmière,MURET,100,4.2,M1402
CENTRE HOSPITALIER DE TARBES,21.1,Infirmière,TARBES,100,4.4,H2502
,,,,,,
LES JARDINS DE L'OLYMPE,99.9,Professionnel de restauration,TOULOUSE,0,4.5,M1503
NOUVELLE VULCANISATION INDUSTRIELLE,96.5,Magasinier pièces détachées,AUSSONNE,20,4.4,H2502
SOC NOUV EXPLOIT CLINIQUE CARDIO ARESS,44.9,Infirmière,ARESSY,100,4,H2502
,,,,,,
TEREGA,50.1,Technicien/ne de maintenance,BILLERE,20,2.8,M1503
ECM,99,Technicien Qualite Support des Operations,BLAGNAC,100,2.5,J1506
AERO ENGINEERING SERVICES,93.7,Responsable conditionnement,CUGNAUX,0,2.5,J1506
,,,,,,
ENGIE INEO,96.9,Technicien/ne de maintenance,TOULOUSE,0,2.5,J1506
HOTEL MERCURE,64.7,Responsable restaurant,SAINT,20,2.7,J1506
EHPAD GERARD MINVIELLE,94.5,Infirmière,TARTAS,50,3.8,N1103
,,,,,,
CENTRE DE READAPTATION FONCTIONNELLE,82.7,Infirmière,BEAUMONT,0,3.8,H2502
EHPAD DE ROQUEFORT,82.4,Infirmière,ROQUEFORT,20,3.6,N1103
EHPDA RESIDENCE VAL DE NESTE,41.9,Infirmière,SAINT,20,3.6,M1503
ACCENTURE,98.1,Manager en ressources humaines,BLAGNAC,100,2.7,J1506
,,,,,,
EHPAD SAINT JACQUES,74.4,Infirmière,ISLE,50,4,H2502
MAIRIE,47.9,Manager en ressources humaines,PAU,1000,2.5,M1402
LATELEC SERVICES,95.3,Technicien/ne de maintenance,COLOMIERS,100,4.2,J1506
LA PASTOURELLE,38.8,Infirmière,LOURDES,20,3.7,J1506
HOURQUET ET FILS,23.2,Magasinier pièces détachées,PONSON,20,3.8,I1203
,,,,,,
COLISEE PATRIMOINE GROUP,51.4,Infirmière,GAN,0,3.8,N1103
CENTRE HOSPITALIER ARIEGE COUSERANS,89.2,Infirmière,SAINT,1000,4.4,J1506
,,,,,,
CA PAU BEARN PYRENEES,47.8,Manager en ressources humaines,PAU,0,2.7,I1304
AKKA SERVICES,98.1,Manager en ressources humaines,BLAGNAC,50,2.7,H1506
L INITIAL HOTEL,97.6,Responsable restaurant,TOULOUSE,0,2.7,H2502
SOGECLAIR AEROSPACE SAS,98.2,Responsable conditionnement,BLAGNAC,0,2.7,J1506
,,,,,,
AUSY,96.2,Manager en ressources humaines,TOULOUSE,500,2.5,G1802
CT INGENIERIE,95.3,Responsable conditionnement,COLOMIERS,100,2.5,J1506
FOYER POUR ADULTES LE RIEUTORT,58.9,Infirmière,AURIGNAC,50,3.6,H1502
EHPAD DE FEUGAROLLES,92.6,Infirmière,FEUGAROLLES,20,3.6,J1506
F,36,Magasinier pièces détachées,TECH PYRENEES,0,3.9,J1506
MANATOUR,97.5,Manager en ressources humaines,BLAGNAC,6,2.7,J1506
SAINT,80,Infirmière,LYS LA JOIE DE VIVRE,0,3.5,J1506
CENTRE DE SOINS DU SACRE COEUR,95.8,Infirmière,AGEN,10,3.5,M1503
,,,,,,
EHPAD DU PAYS D'ALBRET,99.1,Infirmière,LABRIT,0,3.8,J1506
MAIRIE TARBES/CAISSE DES ECOLES,19.7,Plan director,CDE,50,2.5,M1503
MAISON DE RETRAITE MEDICALISEE LA TRIADE,91,Infirmière,FROUZINS,50,3.6,I1304
RESIDENCE LE BOIS VERT,97,Infirmière,TOULOUSE,0,4.2,J1506
ASSYSTEM FRANCE,96.4,Plan director,TOULOUSE,1000,3.6,N1103
BERGER GESTION,47.8,Manager en ressources humaines,PAU,0,2.5,J1506
SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE,97,Responsable conditionnement,TOULOUSE,0,2.5,J1506
RÉSIDENCE LES JARDINS DE MANIBAN,99.6,Infirmière,BLAGNAC,0,3.6,J1506
DRH BORDEAUX,96.2,Technicien/ne de maintenance,AGEN,100,2.5,J1506
,,,,,,
ALBERT FRERES,96.3,Opérateur cariste,PORTET,3,3.1,M1503
,,,,,,
SNTG,46.9,Opérateur cariste,MONTARDON,0,3.1,H2502
RESIDENCE LA BARBACANE,92.4,Infirmière,LARRAZET,50,3.6,G1802
EURO ENGINEERING,98,Responsable conditionnement,BLAGNAC,1000,2.7,M1503
SOCIETE HYDRO,68.4,Technicien/ne de maintenance,ELECTRIQUE DU MIDI,20,2.5,H2502
EHPAD,46.1,Infirmière,RÉSIDENCE LAS ARRIBAS,20,3.7,J1506
POLE DE SANTÉ NID BÉARNAIS,45.4,Infirmière,PAU,50,3.6,J1506
,,,,,,
DAVIDSON MIDI,95.8,Responsable conditionnement,PYRENEES,0,2.5,M1503
CENTRE HOSPITALIER D'AUCH,39.9,Infirmière,AUCH,1000,4.5,J1506
,,,,,,
EHPAD PORTE DU BEARN,42.6,Infirmière,GARLIN,50,3.6,J1506
AQUITAINE LEGUMES SURGELES,72.2,Opérateur cariste,SAINT,0,3.8,J1506
NATAIS,56.9,Responsable conditionnement,POP CORN MIDI PYRENEES,100,2.7,J1506
ISS LOGISTIQUE ET PRODUCTION,95.5,Plan director,COLOMIERS,50,2.7,M1402
DOMAINE GOLF INTER TOULOUSE,98.4,Plan director,SEILH,0,3.3,J1506
,,,,,,
EHPAD ELVIRE GAY,37.8,Infirmière,BOULOGNE,100,3.8,M1402
,,,,,,
,,,,,,
CA PAU BEARN PYRENEES,47.8,Plan director,PAU,0,2.7,J1506
CENTRE GESTION FONCTION PUB TERRITORIALE,79,Manager en ressources humaines,MONT,250,2.5,H1502
ZENITUDE LOURDES,38.9,Responsable restaurant,LOURDES,0,3,I1304
ESPRIT TRAITEUR,92,Responsable restaurant,TOURNEFEUILLE,100,3.1,H2502
WITHYOU,96.9,Manager en ressources humaines,TOULOUSE,0,2.5,N1101
ETAL 36,21.1,Responsable restaurant,TARBES,0,3,J1506
EHPAD RESIDENCE ELUSA,52.1,Infirmière,EAUZE,50,4.1,N1101
ASS ESTIVADE D'ASPE PYRENEES,69.5,TECHNICIEN SERVICES GENERAUX,OLORON,20,3.6,J1506
MAISON DE RETRAITE,83.1,Infirmière,BEAUMONT,100,3.8,H2502
LA BIERATAISE FABRIQUE,78.1,Technicien/ne de maintenance,BERAT,0,2.5,I1304
ACTIVUS GROUP,98.7,Plan director,TOULOUSE,0,2.5,J1506
EHPAD DU TANE,69.2,Infirmière,LECTOURE,0,3.8,J1506
ENVT,97.8,Manager en ressources humaines,TOULOUSE,250,2.5,J1506
,,,,,,
HOPITAL LES ACACIAS,12.9,Infirmière,VIC,250,4.5,J1506
EHPAD CENTRE DE LONG SEJOUR,44.6,Infirmière,NAY,50,4,I1304
EHPAD JEANNE ELISABETH,44,Infirmière,IGON,20,3.3,J1506
,,,,,,
LA PERGOLA,64.4,Responsable restaurant,SAINT,10,2.7,H2502
KORIAN VAL DES CYGNES,97.9,Infirmière,LABARTHE,50,3.6,M1402
,,,,,,
CENTRE DE SANTE AGIR ENSEMBLE,90.6,Infirmière,SEYSSES,0,3.3,J1506
COMPLEXE BELLEVUE,85.9,Infirmière,BAIGTS,100,3.3,H1502
EMPLOYEUR GLOBAL CONCEPT,98.1,Plan director,TOULOUSE,0,2.7,J1506
RESIDENCE DES QUATRE VALLEES,85.1,Infirmière,CASTILLON,50,3.3,M1402
,,,,,,
,,,,,,
RÉSIDENCE LE VAL D'ARIZE,85.7,Infirmière,RESO,20,3.7,M1503
MA MAISON,42.5,Infirmière,PETITES SOEURS DES PAUVRES,50,3.8,G1802
ISS LOGISTIQUE ET PRODUCTION,95.5,Manager en ressources humaines,COLOMIERS,50,2.5,G1802
,,,,,,
,,,,,,
CLINIQUE DU CABIROL,93.4,Infirmière,COLOMIERS,100,4,J1506
INSIDE TOULOUSE,97.5,Plan director,TOULOUSE,50,2.5,I1203
EHPAD NOUSTE SOUREILH,45.6,Infirmière,PAU,0,4.5,J1506
SPASAD AIDE ET SOINS A DOMICILE,50.8,Infirmière,AIRE,10,3.7,I1304
,,,,,,
PREVIFRANCE,96.1,Manager en ressources humaines,AGEN,50,2.5,J1506
I CUBE RESEARCH,98.1,Responsable conditionnement,TOULOUSE,50,2.5,M1503
RESIDENCE MUTUALISTE LA PYRENEENNE,20.2,Infirmière,AUREILHAN,50,4,M1503
LES JEUNES CHENES,45.6,Infirmière,PAU,50,4,J1506
MAISON DE RETRAITE ST JACQUES,86.1,Infirmière,MUGRON,50,3.8,J1506
EHPAD L'ALBERGUE,76.8,Infirmière,SAINTE,50,4,J1506
GROUPE ROSSI AERO,92.1,Technicien Qualite Support des Operations,MURET,50,2.5,I1203
EHPAD ST JOSEPH,70.7,Infirmière,LE,20,3.8,G1802
AKKA I&S,98.1,Manager en ressources humaines,BLAGNAC,200,2.5,J1506
FOYER LOGEMENT RESIDENCE D'OC,93.2,Infirmière,TOURNEFEUILLE,20,3.7,J1506
,,,,,,
ADENTIS,99.5,Responsable conditionnement,TOULOUSE,0,2.5,J1506
,,,,,,
,,,,,,
ASSOCIATION INTERMEDIAIRE CAP EMPLOI,96.7,TECHNICIEN SERVICES GENERAUX,VALENCE,20,3.1,J1506
SOPRA STERIA I2S EOLIS 2,95.5,Manager en ressources humaines,COLOMIERS,250,2.5,I1304
LABO DE BIOLOGIE MED OLIVOT,95.9,Infirmière,MARIOTTI,10,3,J1506
SANTE MARSAN ADOUR,73.4,Infirmière,BRETAGNE,20,4.4,J1506
EHPAD LA ROUSSANE,63.3,Infirmière,MONEIN,50,3,J1506
CLOS D ARMAGNAC,63.8,Infirmière,CAZAUBON,0,3.5,M1503
EHPAD SAINT JOSEPH,44.8,Infirmière,NAY,50,3.6,M1503
,,,,,,
CENTRE HOSPITALIER GENERAL,38.6,Infirmière,LOURDES,500,4.5,J1506
EHPAD SAINTE CATHERINE,96.2,Infirmière,PORT,50,3.8,M1402
,,,,,,
KORIAN LE CARMEL,20.6,Infirmière,TARBES,50,3.6,J1506
CAUM,51.4,Technicien/ne de maintenance,LESCAR,0,2.5,J1506
LABORATOIRE DE BIOLOGIE MEDICALE BIOPO,79.2,Infirmière,ORTHEZ,20,3.8,M1503
EPICOOP,69.7,Plan director,OLORON,0,2.5,H2502
NAVOCAP,97.4,Responsable conditionnement,MERVILLE,0,2.5,J1506
GFI INFORMATIQUE,95.8,Responsable conditionnement,TOULOUSE,250,2.5,J1506
BLANCHEA,65.6,Manager en ressources humaines,SAINT,0,2.5,J1506
VALGO,99,Manager en ressources humaines,PORTET,20,2.7,J1506
LE JONQUERE,25.7,Infirmière,JUILLAN,20,3.6,H1506
SARL SERIGE,98.6,Responsable conditionnement,TOULOUSE,0,2.5,J1506
BIMODIT,98.9,Responsable conditionnement,SEILH,0,2.5,M1503
COMMUNAUTE DE COMMUNES DES HAUTS TOLOSAN,97.2,Manager en ressources humaines,GRENADE,0,2.5,J1506
ADENTIS,99.5,Plan director,TOULOUSE,0,2.7,M1402
,,,,,,
,,,,,,
ETAB SOINS READAPT DE L ARBIZON,37.6,Infirmière,BAGNERES,100,3.6,J1506
COMMUNAUTE DE COMMUNES DU VOLVESTRE,83.2,TECHNICIEN SERVICES GENERAUX,CARBONNE,100,3.9,I1203
SARTORIUS STEDIM ASEPTICS,35.3,Plan director,LOURDES,0,2.5,M1503
CENTRE DE RADIOLOGIE,91.7,Infirmière,MURET,20,3.8,J1506
EHPAD RESIDENCE L'ESTELAS,77.5,Infirmière,PRAT,20,3.3,J1506
LAC DES TROIS VALLEES,69.9,TECHNICIEN SERVICES GENERAUX,LECTOURE,10,4.4,J1506
LES MILLE SOLEILS,14.5,Infirmière,MARCIAC,50,3,J1506
ACCUEIL DE JOUR RESO COUSERANS,88.6,Infirmière,SAINT,0,3.1,J1506
EHPAD SAINT JACQUES,97,Infirmière,VERDUN,50,4.1,J1506
AU FIL DE L'OO,75.9,TECHNICIEN SERVICES GENERAUX,BAGNERES,0,2.7,J1506
SODEXO ENTREPRISE (SFR),98.4,Responsable restaurant,BLAGNAC,3,2.7,J1506
,,,,,,
READAPTATION ET CONVALESCENCE,36.2,Infirmière,ASTUGUE,100,3.8,J1506
LA BOUCONNE SARL,87.3,Infirmière,PIBRAC,0,4.2,I1304
YMCA SERVICES,95.7,Manager en ressources humaines,COLOMIERS,0,2.5,J1506
PROSERVIA,98.1,Ingénieur études,BLAGNAC,100,4.4,M1402
SAFRAN HELICOPTER ENGINES,42.5,Ingénieur études,BORDES,2000,4.5,H2502
LABO RECHERCHE ADD ALIMENTAIRE,97.1,Ingénieur études,TOULOUSE,100,4.4,H1502
ROCKWELL COLLINS FRANCE,98.3,Ingénieur études,BLAGNAC,0,4.4,H2502
,,,,,,
PAPILLONS,98.8,Responsable restaurant,TOULOUSE,10,2.7,M1503
CMT+,95.7,Plan director,COLOMIERS,0,3.8,J1506
,,,,,,
,,,,,,
ELIOR ENTREPRISE,97.5,Responsable restaurant,BLAGNAC,10,3,M1503
,,,,,,
AUSY,96.2,Ingénieur études,TOULOUSE,500,4.4,M1503
,,,,,,
SOPRA STERIA I2S EOLIS 2,95.5,Ingénieur études,COLOMIERS,250,4,J1506
SERCEL,52.4,Ingénieur études,VALENTINE,200,4.4,I1203
F,36,Ingénieur études,TECH PYRENEES,0,4,M1402
TRIGO QUALITAIRE,98.3,Ingénieur études,BLAGNAC,100,3.9,J1506
ATHOS AERONAUTIQUE,96.4,Ingénieur études,TOULOUSE,200,4.5,J1506
NAVAILLES,70.9,Magasinier pièces détachées,HAGETMAU,100,4.5,I1203
EVOLUTEC INGENIERIE,42.2,Responsable conditionnement,PAU,0,3.4,J1506
,,,,,,
DEVOTEAM,97,Responsable conditionnement,TOULOUSE,100,2.5,J1506
ALTRAN TECHNOLOGIES,98.3,Ingénieur études,BLAGNAC,1000,4.7,I1203
SIER,98.4,Responsable conditionnement,BLAGNAC,20,2.5,G1802
SONOVISION ITEP,95.6,Responsable conditionnement,COLOMIERS,200,2.7,N1103
ASTEK,95.5,Ingénieur études,COLOMIERS,250,3.8,J1506
,,,,,,
UMLAUT,98.1,Responsable conditionnement,BLAGNAC,0,2.5,M1503
YMCA SERVICES,98.3,Ingénieur études,BEAUZELLE,50,4.2,H1206
PLCB,46.4,Ingénieur études,PAU,0,3.8,H1206
METRO,93.2,Magasinier pièces détachées,AGEN,50,4.4,H1206
,,,,,,
SOPRA GROUP,92.1,Ingénieur études,COLOMIERS,500,4.6,H1206
,,,,,,
CTS IT,95.7,Ingénieur études,COLOMIERS,0,3.5,M1503
ATHOS AERONAUTIQUE,96.4,Magasinier pièces détachées,TOULOUSE,200,4.5,M1503
SEDEMECA,48.2,Technicien Qualite Support des Operations,SERRES,20,2.5,G1802
LGM MANAGEMENT,96.2,Responsable conditionnement,TOULOUSE,0,2.5,M1402
SAMAT SUD,96,Magasinier pièces détachées,PORTET,200,4.1,M1402
OVALIE TECH,21.2,Ingénieur études,TARBES,0,3.5,M1503
MANPOWER FRANCE,93.5,Magasinier pièces détachées,BOE,3,4,G1802
EOLE CONSULTING,98.3,Ingénieur études,BLAGNAC,100,3.8,M1503
SARTORIUS STEDIM ASEPTICS,35.3,Ingénieur études,LOURDES,0,3.4,H1206
CAPGEMINI DEMS FRANCE,97.7,Ingénieur études,TOULOUSE,500,4.2,H1206
HBM,91.2,Ingénieur études,COLOMIERS,10,4,H1206
SYDEC,79,Manager en ressources humaines,MONT,250,2.5,H1206
,,,,,,
SQUAD TOULOUSE,95.5,Manager en ressources humaines,COLOMIERS,0,2.5,H1206
