company_name,distance,jobs,location,num_employees,rating,rome_code
MAC DONALD'S AGEN SUD,97.4,Professionnel de restauration,AGEN,0,4.5,G1803
DEL ARTE,93.6,Responsable restaurant,BOE,0,2.7,G1802
MAIRIE LABASTIDETTE,84.3,TECHNICIEN SERVICES GENERAUX,LABASTIDETTE,20,2.5,I1203
ECOTEST SYSCERT,75.7,Apprenti laboratoire,ISLE,0,3.7,H1503
LABO RECHERCHE ADD ALIMENTAIRE,97.1,Apprenti laboratoire,TOULOUSE,100,3.3,H1503
APAVE SUDEUROPE SAS,51.8,Apprenti laboratoire,LONS,100,3.5,H1503
LABORATOIRES DES PYRENEES ET DES LANDES,78.8,Apprenti laboratoire,MONT,20,3.8,H1503
MAISON DU DIAG,50.9,Apprenti laboratoire,AIRE,0,3,H1503
LA PIE VERTE,95.4,Responsable restaurant,CORNEBARRIEU,20,4.5,G1802
VILLAGE ULVF LES RAMONDIES,64.7,Responsable restaurant,SAINT,10,2.5,G1802
ECOCERT EXPERT CONSULTING,75.7,Apprenti laboratoire,ISLE,3,3.1,H1503
YMCA SERVICES,95.7,Professionnel de restauration,COLOMIERS,0,4.3,G1803
SOCOTEC EQUIPEMENTS,95.3,Apprenti laboratoire,AGEN,0,3.1,H1503
GROUPE ROSSI AERO,92.1,Technicien Preparateur Process,MURET,50,2.8,H1404
ELEMENT MATERIALS TECHNOLOGY TOULOU,92.1,Apprenti laboratoire,COLOMIERS,20,3.5,H1503
SARL REALTECH,93.5,Technicien Preparateur Process,VILLENEUVE,6,2.5,H1404
BUFFALO GRILL,22.1,Responsable restaurant,TARBES,10,3.4,G1802
SEDEMECA,48.2,Technicien Preparateur Process,SERRES,20,2.5,H1404
BASF FRANCE SAS,95.9,Apprenti laboratoire,MERVILLE,0,3.8,H1503
,,,,,,
EUROFINS AMATSI ANALYTICS,81.3,Apprenti laboratoire,FONTENILLES,0,4,H1503
TOTAL,43.8,Apprenti laboratoire,PAU,1000,4.4,H1503
COMPASS GROUP FRANCE ENSEIGNEMENT SANTE,96.7,Professionnel de restauration,CORNEBARRIEU,50,4.1,G1803
AGRALIA,45.6,Opérateur cariste,THEZE,1,3,N1101
BIOCHAMPS,93.2,Apprenti laboratoire,LEZAT,10,3.8,H1503
FIBRE EXCELLENCE,53.4,Opérateur cariste,SAINT,200,4.5,N1101
REGAR,41.3,TECHNICIEN SERVICES GENERAUX,AUCH,0,3.6,I1203
DIAG AUDIT AQUITAINE,95.7,Apprenti laboratoire,AGEN,0,3.5,H1503
ANADIAG,99.3,Apprenti laboratoire,TOULOUSE,10,4.4,H1503
,,,,,,
DYNAMIC SYNTHESIS FINORGA,64.9,Apprenti laboratoire,MOURENX,100,2.8,H1503
L'ENTRACTE,20.1,Professionnel de restauration,TARBES,3,4.1,G1803
,,,,,,
ECOCERT FRANCE,75.7,Apprenti laboratoire,ISLE,0,4.5,H1503
EUROFINS MITOX FOPSE,66.2,Apprenti laboratoire,FOURCES,0,3.1,H1503
PARERA,75.4,Technicien Preparateur Process,ISLE,100,2.5,H1404
MISTRAS GROUP SAS,30.1,Apprenti laboratoire,LANNE,0,2.5,H1503
SAS LABORATOIRE ALTHO,68.6,Apprenti laboratoire,MONFORT,10,2.5,H1503
COMMUNAUTE DE COMMUNES DU PLATEAU DE L,33.4,TECHNICIEN SERVICES GENERAUX,LANNEMEZAN,50,2.5,I1203
LABORATOIRE ODYSUD,92.7,Apprenti laboratoire,ESTILLAC,0,2.8,H1503
MC DONALD'S,98.7,Professionnel de restauration,BLAGNAC,50,4.3,G1803
VECTURA LOGISTIQUE,99.3,Opérateur cariste,TOULOUSE,20,3.3,N1101
MISSION TEC,99.7,Apprenti laboratoire,TOULOUSE,1,2.5,H1503
SAFRAN HELICOPTER ENGINES,42.5,Technicien Qualite Support des Operations,BORDES,2000,4.2,H1506
GERM SERVICES,45.8,Apprenti laboratoire,MONTARDON,0,2.5,H1503
LE FIL A LA PATTE,20.9,Professionnel de restauration,TARBES,3,4.3,G1803
CETIM SUD OUEST,46.9,Apprenti laboratoire,PAU,0,2.7,H1503
JV SERVICES 65,24.2,Opérateur cariste,IBOS,0,3.4,N1101
COMPASS GROUP FRANCE 3401N,96.3,Responsable restaurant,AGEN,3,2.5,G1802
BASF HEALTH AND CARE PDCTS FRCE,66.9,Apprenti laboratoire,BOUSSENS,100,2.5,H1503
MERIAL,98.2,Apprenti laboratoire,TOULOUSE,250,3.3,H1503
,,,,,,
LA PERGOLA,64.4,Professionnel de restauration,SAINT,10,4.4,G1803
CONSEIL DEPARTEMENTAL,94.4,TECHNICIEN SERVICES GENERAUX,AGEN,1000,4.5,I1203
NOVEAL,65.2,Apprenti laboratoire,MOURENX,100,3.7,H1503
ASSYSTEM FRANCE,96.4,Technicien/ne de maintenance,TOULOUSE,1000,4,I1304
ECOCERT GREENLIFE,75.7,Apprenti laboratoire,ISLE,0,4,H1503
J'GO AEROPORT TOULOUSE BLAGNAC,98.5,Professionnel de restauration,BLAGNAC,0,4.4,G1803
,,,,,,
SPACE,97.8,Apprenti laboratoire,BLAGNAC,0,3.7,H1503
,,,,,,
,,,,,,
BIOENERGIE DU SUD,68.7,Apprenti laboratoire,OUEST,0,3.7,H1503
,,,,,,
PAPILLONS,98.8,Professionnel de restauration,TOULOUSE,10,4.5,G1803
DEKRA,97.5,Apprenti laboratoire,TOULOUSE,100,2.7,H1503
CETIM SUD OUEST,42.1,Apprenti laboratoire,PAU,0,2.5,H1503
LABORATOIRE ECCI,47.6,Apprenti laboratoire,SERRES,10,2.8,H1503
SYNGENTA FRANCE SAS,58.7,Apprenti laboratoire,LOMBEZ,50,2.5,H1503
,,,,,,
DISTILLERIE DE SAINT,64.7,Apprenti laboratoire,MARTIN DE SESCAS,1,2.5,H1503
TOTAL,66.1,Apprenti laboratoire,LACQ,50,2.5,H1503
GUISNEL DISTRIBUTION SAS,77.2,Opérateur cariste,SAINT,50,2.8,N1101
LE CENTRAL,48.2,Professionnel de restauration,GELOS,0,4.1,G1803
ATHOS AERONAUTIQUE,96.4,Technicien Qualite Support des Operations,TOULOUSE,200,4.2,H1506
ALTRAN TECHNOLOGIES,98.3,Technicien Qualite Support des Operations,BLAGNAC,1000,4.4,H1506
AQUITAINE PHARM INTERNATIONAL,41.6,Apprenti laboratoire,IDRON,100,3.3,H1503
SEAC GUIRAUD FRERES,97.6,Opérateur cariste,MERVILLE,20,3.6,N1101
LE PARADIS DU FRUIT,98.2,Professionnel de restauration,BLAGNAC,10,4.3,G1803
CAFE DES SPORTS,63.9,Professionnel de restauration,CONDOM,3,4.1,G1803
ETS J CRUANAS,87.9,Technicien Preparateur Process,LAVARDAC,20,2.5,H1404
INNOVI,87.8,Apprenti laboratoire,LAYRAC,0,2.7,H1503
QUALICONSULT IMMOBILIER,93.4,Apprenti laboratoire,TOURNEFEUILLE,3,2.7,H1503
I.T.M.,95.5,Opérateur cariste,VILLENEUVE,20,4.5,N1101
YZATEC,99,Apprenti laboratoire,BLAGNAC,20,3.3,H1503
AMATSIDBI,42.1,Apprenti laboratoire,IDRON,20,3,H1503
APAVE SUDEUROPE SAS,95.5,Apprenti laboratoire,COLOMIERS,50,2.5,H1503
DANONE PRODUITS FRAIS FRANCE,1.1,Apprenti laboratoire,VILLECOMTAL,100,2.5,H1503
,,,,,,
SPRINT TRANSPORTS,93.4,Opérateur cariste,CUGNAUX,20,4,N1101
LE FIL A LA PATTE,20.9,Responsable restaurant,TARBES,3,2.5,G1802
SHR 7053,92.6,Responsable restaurant,SAUVETERRE,3,2.7,G1802
ROLLS,98.3,Opérateur process poudrage,ROYCE TECHNICAL SUPPORT,20,2.7,H3404
LA BRIOCHE DOREE,98.2,Professionnel de restauration,LE FOURNIL DE PIERRE,10,4,G1803
ATR,98.6,Opérateur process poudrage,BLAGNAC,0,2.5,H3404
VILLAGES CLUBS DU SOLEIL,67.2,Professionnel de restauration,GENOS,20,4.5,G1803
K.F.C,93.5,Professionnel de restauration,BOE,20,4.5,G1803
QUALITE SECURITE ALIMENTATION,90.9,Apprenti laboratoire,ESTILLAC,6,4,H1503
UNITES 558 563 825 850 858 ADR4,99.1,Apprenti laboratoire,TOULOUSE,500,3.3,H1503
ELEMENT MATERIALS TECHNOLOGY TOULOUSE,98.3,Apprenti laboratoire,BLAGNAC,6,2.5,H1503
COMITE NAT SECURITE USAGERS ELECTRICITE,97.9,Apprenti laboratoire,BLAGNAC,50,3,H1503
LABORATOIRES DES PYRENEES,69.1,Apprenti laboratoire,LAGOR,0,4.4,H1503
MS2P,85.4,Opérateur cariste,NERAC,6,2.7,N1101
,,,,,,
LA BRECHE DE ROLAND,71.2,Responsable restaurant,GAVARNIE,3,2.5,G1802
EURL LORENZO FREDERIC,87.1,Opérateur process poudrage,LAYRAC,10,2.5,H3404
TRANSPORTS BARCOS,29.9,Opérateur cariste,LANNE,0,4,N1101
ARIA,30,Apprenti laboratoire,LUQUET,10,2.5,H1503
,,,,,,
STIP,97.4,Technicien Preparateur Process,MERVILLE,0,2.5,H1404
CABINET D'EXPERTISES FERDINAND RESE,45.6,Apprenti laboratoire,MONTREJEAU,0,2.5,H1503
YMCA SERVICES,98.3,Technicien/ne de maintenance,BEAUZELLE,50,2.8,I1304
YMCA SERVICES,98.3,Technicien Preparateur Process,BEAUZELLE,50,2.5,H1404
HIPPOPOTAMUS,98.3,Professionnel de restauration,BLAGNAC,20,4,G1803
SOFIMAG,42.7,Technicien Preparateur Process,BENEJACQ,0,2.5,H1404
LE PARADIS DU FRUIT,98.2,Responsable restaurant,BLAGNAC,10,2.5,G1802
INSTITUT FILTRATION TECHNIQUE SEPARATI,99.4,Apprenti laboratoire,FOULAYRONNES,0,2.5,H1503
GRL,66.1,Apprenti laboratoire,LACQ,100,3,H1503
INGRID,83.4,Apprenti laboratoire,BEAUMONT,0,2.5,H1503
CHAUSSON MATERIAUX,92.3,Opérateur cariste,COLOMIERS,0,3.3,N1101
SOCOTEC EQUIPEMENTS,46.9,Apprenti laboratoire,PAU,0,2.5,H1503
HITTON,38.4,Apprenti laboratoire,BIRAN,0,2.5,H1503
CÔTE ET MER,48,Professionnel de restauration,PAU,0,4,G1803
LE COMPTOIR,39,Professionnel de restauration,LOURDES,1,4.3,G1803
CC DE LACQ ORTHEZ,67.1,TECHNICIEN SERVICES GENERAUX,MOURENX,500,3.4,I1203
,,,,,,
MITAWATT,64,Technicien/ne de maintenance,MONEIN,0,3,I1304
CLAUNI,91.2,Opérateur cariste,LE,0,3.1,N1101
LA BRASSE,41.6,Professionnel de restauration,AUCH,0,4.4,G1803
PRORAD,95.5,Apprenti laboratoire,COLOMIERS,0,2.5,H1503
HOURAT SARL,42.3,Technicien Preparateur Process,BORDES,20,2.8,H1404
M A E,95.3,Opérateur process poudrage,COLOMIERS,50,2.5,H3404
,,,,,,
CREP AND GRILL,94.7,Professionnel de restauration,CASTELCULIER,0,4.4,G1803
USINE,81.7,Apprenti laboratoire,MONT,200,4.4,H1503
CAMPING D 'ARROUACH,39.2,TECHNICIEN SERVICES GENERAUX,LOURDES,0,3.8,I1203
DAHER AEROSPACE,96.7,Opérateur cariste,CORNEBARRIEU,0,3.9,N1101
AIRBUS,99,Apprenti laboratoire,TOULOUSE,100,2.7,H1503
JP YOUBI PEINTURE,95,Opérateur process poudrage,CASTELCULIER,0,2.5,H3404
T.R. EXPRESS TRANSPORTS RAPIDES,90.5,Opérateur cariste,PLAISANCE,50,2.8,N1101
PROTEC SERVICES,91.6,Apprenti laboratoire,COLOMIERS,0,2.5,H1503
CAPGEMINI DEMS FRANCE,97.7,Technicien Preparateur Process,TOULOUSE,500,2.5,H1404
AIRBUS,98.6,Technicien Qualite Support des Operations,BLAGNAC,5000,4.5,H1506
LE COMPTOIR,39,Responsable restaurant,LOURDES,1,2.5,G1802
SODEXHO FRANCE ENTREPRISES ADMIN,98.2,Responsable restaurant,BLAGNAC,10,3.3,G1802
MECANIQUE AERONAUTIQUE PYRENEENNE,47.4,Technicien Qualite Support des Operations,SERRES,200,3.9,H1506
LE MOULIN GOURMAND,85.7,Apprenti laboratoire,ENGOMER,3,2.5,H1503
CMT+,95.7,Manager en ressources humaines,COLOMIERS,0,3,M1503
MANPOWER,53,Manager en ressources humaines,SAINT,3,2.7,M1503
HOTEL SAINT SAUVEUR***,39.3,Responsable restaurant,LOURDES,20,3.3,G1802
,,,,,,
PRESTO,91.8,Responsable restaurant,MONTESQUIEU,0,3.5,G1802
MIROITERIE MENUISERIE 12,99.4,Opérateur process poudrage,TOULOUSE,6,2.5,H3404
BIOLANDES SA,96.6,Apprenti laboratoire,LE,0,2.5,H1503
SATYS SURFACE TREATMENT PARIS MARSEILLE,97.4,Manager en ressources humaines,BLAGNAC,0,2.5,M1503
LABATUT GROUP,76.2,Manager en ressources humaines,SAINT,6,2.7,M1503
EVOLUTEC INGENIERIE,42.2,Technicien Qualite Support des Operations,PAU,0,2.5,H1506
,,,,,,
LACROIX,77.4,Technicien/ne de maintenance,SAINTE,50,2.8,I1304
COMPTOIR COMMERCIAL DU LANGUEDOC,49.3,Opérateur cariste,VILLENEUVE,20,3.4,N1101
PAREXGROUP SA,99.1,Apprenti laboratoire,PORTET,50,2.5,H1503
COLIEGE METALCO EMBALLAGES,97.5,Technicien/ne de maintenance,TOULOUSE,100,3.6,I1304
ADOUR ASSAINISSEMENT VIDEO,78,Apprenti laboratoire,ORTHEZ,3,2.5,H1503
SANOFI CHIMIE,64.9,Apprenti laboratoire,MOURENX,50,2.5,H1503
JADE RECHERCHE,10.8,Apprenti laboratoire,SAINT,3,2.5,H1503
GROUPE CRESCENDO RESTAURATION,92.7,Responsable restaurant,ESTILLAC,0,3.7,G1802
,,,,,,
GUY DALBOS AUTOMATISMES & LOGISTIQUE,21,Opérateur cariste,SEMEAC,20,3.7,N1101
LE BISTRO REGENT,98.2,Responsable restaurant,BLAGNAC,10,3.4,G1802
GRILL PARKWAY,46,Professionnel de restauration,PAU,0,4.4,G1803
ASSOCIATION COUP DE POUCE SERVICES,95.1,TECHNICIEN SERVICES GENERAUX,AGEN,0,3.5,I1203
SGS AUTOMOTIVE SERVICES,63.6,Apprenti laboratoire,ARTIX,0,2.5,H1503
UPSA SAS,92.8,Apprenti laboratoire,LE,500,4.5,H1503
ARKEMA FRANCE,59.2,Apprenti laboratoire,LACQ,250,4.4,H1503
ACIA AERO TECHNICS CONVERSIONS & LEASING,93.7,Opérateur process poudrage,CUGNAUX,0,2.5,H3404
BUFFALO GRILL,44.5,Professionnel de restauration,PAU,20,4,G1803
EFS OCCITANIE,98.7,Apprenti laboratoire,SITE DE TOULOUSE PLATEAU,100,3,H1503
S N P C,67.1,Opérateur process poudrage,ARTHEZ,0,2.5,H3404
AIRLINES ASSISTANCE,98.3,Apprenti laboratoire,BLAGNAC,0,2.5,H1503
,,,,,,
EUTICALS SAS,95.7,Apprenti laboratoire,BON,0,2.5,H1503
,,,,,,
LAB RECH,97.7,Apprenti laboratoire,INRA DE:ENV TOULOUSE,20,2.7,H1503
DRILLSTAR INDUSTRIES,51.2,Technicien Preparateur Process,LONS,0,2.5,H1404
LATECOERE,62.3,Opérateur process poudrage,GIMONT,100,2.5,H3404
,,,,,,
,,,,,,
MAIRIE,49.6,TECHNICIEN SERVICES GENERAUX,BILLERE,100,3.7,I1203
,,,,,,
,,,,,,
SAS NIAMBA,93.5,Opérateur process poudrage,COLOMIERS,0,2.7,H3404
GOODRICH AEROSPACE EUROPE,97.3,Opérateur process poudrage,TOULOUSE,100,2.5,H3404
EQUIP'AERO SERVICES,75.9,Opérateur process poudrage,ISLE,50,2.5,H3404
ETABLISSEMENT DANIEL COUSSO,44.7,Technicien Preparateur Process,NOGARO,0,2.5,H1404
ONET TECHNOLOGIES TI GOLFECH,95.3,Technicien Preparateur Process,GOLFECH,50,2.5,H1404
MAC DONALDS,79.9,Professionnel de restauration,ORTHEZ,0,4,G1803
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LA TABLE DES CORNIERES,95.9,Professionnel de restauration,AGEN,6,4.4,G1803
SAN PIETRO,79.7,Responsable restaurant,ORTHEZ,3,3.4,G1802
TENEO,66.9,Apprenti laboratoire,ABIDOS,0,2.5,H1503
CLINIQUE MARZET,47.1,Manager en ressources humaines,PAU,0,3,M1503
,,,,,,
SOMEGA,42.1,Technicien Preparateur Process,PAU,0,2.5,H1404
LA CASERA,46.6,Professionnel de restauration,CLARAC,6,4,G1803
GORON,97.2,Apprenti sécurité,GSL,1,4.8,K2503
AXE TRAVAIL TEMPORAIRE,42,Magasinier pièces détachées,AUCH,1,2.5,N1103
GROUPE ROSSI AERO,99.4,Technicien Preparateur Process,GRENADE,100,2.5,H1404
,,,,,,
SOCIETE BARRERE YANNICK ET R GIS,48.2,Technicien Preparateur Process,SERRES,20,2.8,H1404
,,,,,,
,,,,,,
MECALAB,71,Technicien Preparateur Process,OLORON,10,2.5,H1404
EVOLUTEC INGENIERIE,42.2,Technicien Preparateur Process,PAU,0,2.5,H1404
BOCCA DI BACCO,95.1,Professionnel de restauration,CORNEBARRIEU,0,4.4,G1803
AEROCONSEIL SA,98.1,Technicien Preparateur Process,BLAGNAC,0,2.8,H1404
AVIACOMP,96,Opérateur process poudrage,TOULOUSE,20,2.5,H3404
ASSYSTEM FRANCE,96.4,Manager en ressources humaines,TOULOUSE,1000,2.5,M1503
GROUPE LE PISTON FRANCAIS,98.3,Technicien Preparateur Process,BLAGNAC,20,2.5,H1404
ADF TECHNOLOGIES,95.1,Technicien Preparateur Process,COLOMIERS,0,2.5,H1404
PRESTOBAT,98.4,Opérateur process poudrage,BEAUZELLE,0,2.5,H3404
,,,,,,
PROTOPLANE SPECIAL MISSION AIRCRAFT,36.2,Opérateur process poudrage,BAGNERES,6,2.5,H3404
ACTIVITE TOULOUSE SECURITE,92.3,Apprenti sécurité,COLOMIERS,0,4.7,K2503
FOYER DE VIE LES THUYAS,67.3,TECHNICIEN SERVICES GENERAUX,MONFERRAN,0,3.1,I1203
MICROTEC,48.1,Technicien Preparateur Process,SERRES,50,2.5,H1404
KFC,97.9,Professionnel de restauration,PORTET,20,4.3,G1803
MGR PYRENEES,15,Technicien Preparateur Process,ANDREST,0,2.5,H1404
LEON DE BRUXELLES,98.2,Professionnel de restauration,BLAGNAC,50,4,G1803
ELITE FRANCE SECURITE,92.3,Apprenti sécurité,COLOMIERS,0,4.7,K2503
ATR,95.9,Opérateur process poudrage,TOULOUSE,200,2.5,H3404
TPM AEROMONTAGE,36.8,Technicien Preparateur Process,LOURDES,10,2.5,H1404
SAINT ELOI MECANIQUE OUTILLAGE,95.6,Technicien/ne de maintenance,CORNEBARRIEU,0,2.8,I1304
LE FOURNIL DE PIERRE,47.2,Professionnel de restauration,SERRES,10,4.5,G1803
MECAMESURES TECHNOLOGIES,97.9,Technicien Preparateur Process,TOULOUSE,20,2.5,H1404
METRASUR CHROMAGE TECHNIQUE,66.9,Opérateur process poudrage,ESCOUT,20,2.8,H3404
,,,,,,
,,,,,,
,,,,,,
ALTRAN TECHNOLOGIES,98.3,Gestionnaire matières premières,BLAGNAC,1000,3.3,H1403
AIRBUS,98.6,Gestionnaire matières premières,BLAGNAC,5000,3.6,H1403
SAFRAN HELICOPTER ENGINES,42.5,Gestionnaire matières premières,BORDES,2000,2.8,H1403
ATHOS AERONAUTIQUE,96.4,Gestionnaire matières premières,TOULOUSE,200,2.8,H1403
,,,,,,
ESCALE AU MAROC,95.5,Professionnel de restauration,AGEN,6,4,G1803
AIRBUS,95.9,Gestionnaire matières premières,TOULOUSE,10000,4.1,H1403
LINDT ET SPRUNGLI,70.3,Magasinier pièces détachées,OLORON,500,4.7,N1103
RELAIS DU BOIS PERCHE,64.8,Professionnel de restauration,ASPET,6,4.5,G1803
DERICHEBOURG ATIS AERONAUTIQUE,98,Gestionnaire matières premières,BLAGNAC,0,3.3,H1403
SECURITAS FRANCE SARL,95.5,Apprenti sécurité,COLOMIERS,200,4.8,K2503
MECANIQUE AERONAUTIQUE PYRENEENNE,47.4,Gestionnaire matières premières,SERRES,200,2.5,H1403
JCB AERO,46.2,Gestionnaire matières premières,AUCH,0,2.5,H1403
REF INTERNE 002636,95.7,Responsable restaurant,COLOMIERS,20,4.4,G1802
ZODIAC CABIN INTERIORS EUROPE,95.3,Gestionnaire matières premières,COLOMIERS,0,2.5,H1403
DAHER AEROSPACE,28.7,Gestionnaire matières premières,LOUEY,0,2.5,H1403
CHAMY,98.2,Professionnel de restauration,TOULOUSE,6,4,G1803
OSAKA,96.2,Professionnel de restauration,AGEN,10,4,G1803
COULEURS D'AURE,56.5,Opérateur process poudrage,ARREAU,1,2.5,H3404
LE GROS MINET,65.1,Professionnel de restauration,SAINT,3,4.4,G1803
FOURNIL DE PIERRE,99.6,Professionnel de restauration,TOULOUSE,10,4.4,G1803
SAFRAN LANDING SYSTEMS,70.1,Gestionnaire matières premières,BIDOS,500,2.5,H1403
,,,,,,
UPSA SAS,92.8,Gestionnaire matières premières,LE,500,2.5,H1403
,,,,,,
SURETE AEROPORTUAIRE ICTS FRANCE,98.5,Apprenti sécurité,BLAGNAC,100,4.7,K2503
DUBON POLISSAGE,94.6,Opérateur process poudrage,VILLENEUVE,1,3,H3404
,,,,,,
SPEM AERO,36.3,Opérateur process poudrage,BAGNERES,0,2.5,H3404
SARL EPIN SECURITE PRIVEE,98.1,Apprenti sécurité,TOULOUSE,20,4.5,K2503
HIPPOPOTAMUS,93.4,Responsable restaurant,ROQUES,20,3.4,G1802
DULAC ET NOZIERES,96.2,Opérateur process poudrage,CORNEBARRIEU,20,2.5,H3404
CAMPING LA BERGERIE,29.9,TECHNICIEN SERVICES GENERAUX,LANNE,1,3.8,I1203
,,,,,,
LOOMIS FRANCE,21.8,Apprenti sécurité,BARBAZAN,20,4.5,K2503
AIRBUS ATR,95.9,Opérateur process poudrage,TOULOUSE,200,2.5,H3404
B J FLEX,95.4,Technicien/ne de maintenance,CORNEBARRIEU,0,3,I1304
CONCESSIONS AEROPORTS FRANCE,98.5,Responsable restaurant,BLAGNAC,0,3.7,G1802
INSTITUT FORMATION SOINS INFIRMIERS,45.4,Manager en ressources humaines,PAU,20,4.4,M1503
GARROS SERVICES REGIE DE QUARTIER,41.3,TECHNICIEN SERVICES GENERAUX,AUCH,0,3.1,I1203
ALTRAN TECHNOLOGIES,98.3,Technicien Automatisme et Outil Performance,BLAGNAC,1000,4.4,H1208
SYNDICAT COPROPRIETAIRES LES HESPERIDES,47.3,Apprenti sécurité,PAU,10,4.4,K2503
LA PENE BLANCHE,68.7,TECHNICIEN SERVICES GENERAUX,LOUDENVIELLE,0,3.1,I1203
CAMPANILE,98.8,Responsable restaurant,TOULOUSE,20,3,G1802
LBM SECURITE SERVICE,33.5,Apprenti sécurité,LE,20,4.5,K2503
,,,,,,
ASN SECURITE,76.7,Apprenti sécurité,GAILLERES,0,4.4,K2503
AURA AERO,93.7,Opérateur process poudrage,CUGNAUX,0,2.5,H3404
,,,,,,
RELAIS DU BOIS PERCHE,64.8,Responsable restaurant,ASPET,6,3.3,G1802
,,,,,,
DERICHEBOURG ATIS AERONAUTIQUE,98,Technicien Automatisme et Outil Performance,BLAGNAC,0,4.4,H1208
,,,,,,
VENTANA,61.2,Technicien/ne de maintenance,ARUDY,200,4,I1304
ABIS SECURITY,95.8,Apprenti sécurité,PORTET,20,4.8,K2503
MAP PONTACQ,34.5,Technicien Qualite Support des Operations,PONTACQ,250,2.5,H1506
HIPPOPOTAMUS,93.4,Professionnel de restauration,ROQUES,20,4.6,G1803
,,,,,,
G.S.M. SECURITE,98.3,Apprenti sécurité,BLAGNAC,0,4.6,K2503
JCB AERO,46.2,Technicien Qualite Support des Operations,AUCH,0,3.7,H1506
JAGUAR PROTECTION,20.7,Apprenti sécurité,TARBES,6,4.7,K2503
COMMISSION SYNDICALE DE LA VALLEE DU BAR,60.5,Apprenti sécurité,SASSIS,3,3.9,K2503
,,,,,,
PRECIA MOLEN SERVICE,44.1,Technicien/ne de maintenance,MONTARDON,6,2.7,I1304
,,,,,,
LA BRASSERIE LES PINS,93.7,Responsable restaurant,TOURNEFEUILLE,10,3,G1802
AEROTEC,98.2,Opérateur process poudrage,BLAGNAC,0,2.5,H3404
CAPGEMINI TECHNOLOGY SERVICES,97.4,Technicien Automatisme et Outil Performance,TOULOUSE,1000,3.7,H1208
LE COMPTOIR DU SUD OUEST,52.1,Professionnel de restauration,LESCAR,0,4.3,G1803
,,,,,,
SUHARI,90.5,Responsable restaurant,MAULEON,3,3.5,G1802
,,,,,,
ACMADIS,66.8,Apprenti sécurité,ARTHEZ,10,3.8,K2503
,,,,,,
LOOMIS FRANCE,99.3,Apprenti sécurité,TOULOUSE,50,4.1,K2503
SOPRA GROUP,92.1,Technicien Automatisme et Outil Performance,COLOMIERS,500,3,H1208
BENAK SECURITE,92,Apprenti sécurité,COLOMIERS,0,3.9,K2503
TARMAC AEROSAVE,93.4,Opérateur process poudrage,CUGNAUX,20,2.8,H3404
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CHUBB DELTA TELESURVEILLANCE,51.5,Apprenti sécurité,LESCAR,0,4.1,K2503
,,,,,,
ASSYSTEM FRANCE,96.4,Technicien Automatisme et Outil Performance,TOULOUSE,1000,3.4,H1208
,,,,,,
,,,,,,
,,,,,,
BPSI,80.9,Apprenti sécurité,ORTHEZ,20,4.6,K2503
DERICHEBOURG ATIS AERONAUTIQUE,98,Technicien Qualite Support des Operations,BLAGNAC,0,4.4,H1506
GROUPE D INTERVENTIONS CYNOPHILES DU H,84.2,Apprenti sécurité,GOUZENS,0,4.7,K2503
MALO,51.1,Manager en ressources humaines,LONS,0,2.5,M1503
CGI FRANCE,96.8,Technicien Automatisme et Outil Performance,TOULOUSE,500,2.5,H1208
PROSERVIA,98.1,Technicien Automatisme et Outil Performance,BLAGNAC,100,2.5,H1208
WALL CLUB,92.1,Apprenti sécurité,MURET,0,4.5,K2503
CRIT INTERIM,91.1,Manager en ressources humaines,MURET,3,2.5,M1503
,,,,,,
CT PRO,44.2,Apprenti sécurité,ASSAT,0,4.6,K2503
SARL FIRECORE,98.1,Manager en ressources humaines,BLAGNAC,3,2.5,M1503
CDG64,46.4,TECHNICIEN SERVICES GENERAUX,PAU,100,3.7,I1203
ZODIAC CABIN INTERIORS EUROPE,95.3,Technicien Qualite Support des Operations,COLOMIERS,0,3.7,H1506
TRAVAIL ET PARTAGE,41.8,TECHNICIEN SERVICES GENERAUX,AUCH,20,3.5,I1203
,,,,,,
ATALANTE SECURITE,98.3,Apprenti sécurité,BLAGNAC,0,3.9,K2503
FIDSECURITY,45.5,Apprenti sécurité,PAU,50,4.5,K2503
RANDSTAD,44.7,Manager en ressources humaines,AUCH,3,2.5,M1503
,,,,,,
PARERA,75.4,Technicien Automatisme et Outil Performance,ISLE,100,2.5,H1208
YMCA SERVICES,98.3,Technicien Automatisme et Outil Performance,BEAUZELLE,50,2.5,H1208
GROUPE CRESCENDO RESTAURATION,92.7,Professionnel de restauration,ESTILLAC,0,4.6,G1803
WWW.AIRCOSTCONTROL.COM,73.6,Magasinier pièces détachées,ISLE,0,4.3,N1103
KEVLAR PROTECTION,95.7,Apprenti sécurité,COLOMIERS,0,4.7,K2503
PROTECTION VOL ET INCENDIE,67.8,Apprenti sécurité,SANA,20,4.5,K2503
GK SECURITE,95.7,Apprenti sécurité,COLOMIERS,0,4.8,K2503
OSCAR ET OWEN,47.5,Professionnel de restauration,PAU,0,4.4,G1803
MAIRIE ST LYS,79.6,TECHNICIEN SERVICES GENERAUX,SAINT,100,3.7,I1203
,,,,,,
,,,,,,
,,,,,,
LE RELAIS DE LA DILIGENCE,84.3,Professionnel de restauration,FONSORBES,0,4.4,G1803
